isin,euronext_code,stock_name,degiro_symbol,symbol,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry
FR0000185506,FR0000185506-XPAR,Cr��dit Agricole Atlantique Vend��e,CRAV,CRAV,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
NL0010583399,NL0010583399-XAMS,Corbion NV,CRBN,CRBN,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,CX,Food Products
FR0010483768,FR0010483768-XPAR,Cr��dit Agricole Mutuel Brie Picardie,CRBP2,CRBP2,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000130692,FR0000130692-XPAR,Chargeurs,CRI,CRI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Industrials
IT0005331019,IT0005331019-MTAA,Carel Industries SpA,CRL,CRL,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Building: Climate Control
FR0010461053,FR0010461053-XPAR,Cr��dit Agricole Mutuel du Languedoc,CRLA,CRLA,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000045239,FR0000045239-XPAR,Cr��dit Agricole Loire Haute Loire,CRLO,CRLO,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000050395,FR0000050395-XPAR,Crosswood,CROS,CROS,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0000045346,FR0000045346-XPAR,Cr��dit Agricole Sud Rh?ne Alpes,CRSU,CRSU,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000045304,FR0000045304-XPAR,Cr��dit Agricole Mutuel de la Touraine et du Poitou,CRTO,CRTO,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000120628,FR0000120628-XPAR,AXA S.A.,CS,CS,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Full Line Insurance
IT0001127874,IT0001127874-MTAA,CSP International Fashion Group SpA,CSP,CSP,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Textile Products
NL0000345577,NL0000345577-XAMS,Ctac,CTAC,CTAC,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Computer Services
NL0015000DC9,NL0015000DC9-XAMS,CTC ORD SHARES,CTCA1,CTCA1,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Open End and Miscellaneous Investment Vehicles
NL00150006R6,NL00150006R6-XAMS,CTP NV,CTPNV,CTPNV,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Real Estate Holding and Development
PTCTT0AM0001,PTCTT0AM0001-XLIS,CTT Correios de Portugal SA,CTT,CTT,C,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,CX,Delivery Services
BMG9887P1068,BMG9887P1068-XPAR,ZCI Ltd,CV,CV,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Nonferrous Metals
BE0974260896,BE0974260896-XBRU,Celyad Oncology SA,CYAD,CYAD,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Biotechnology
IT0004053440,IT0004053440-MTAA,Datalogic SpA,DAL,DAL,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Electronic Equipment: Control and Filter
IT0000076502,IT0000076502-MTAA,DANIELI & C. -OFF. MECCAN. SPA,DAN,DAN,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Machinery: Specialty
IT0000076486,IT0000076486-MTAA,Danieli Rnc,DANR,DANR,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Machinery: Specialty
FR0000053381,FR0000053381-XPAR,Derichebourg,DBG,DBG,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Waste and Disposal Services
FR0010417345,FR0010417345-XPAR,DBV Technologies SA,DBV,DBV,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Biotechnology
FR0000077919,FR0000077919-XPAR,JCDecaux,DEC,DEC,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Media Agencies
BE0003789063,BE0003789063-XBRU,Deceuninck,DECB,DECB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Building/Roofing/Wallboard and Plumbing
FR001400AYG6,FR001400AYG6-XPAR,DEEZER,DEEZR,DEEZR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Radio and TV Broadcasters
BE0974413453,BE0974413453-XBRU,DEME GROUP,DEME,DEME,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,CX,Engineering and Contracting Services
FR0000125486,FR0000125486-XPAR,VINCI S.A.,DG,DG,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Construction
NL0009169515,NL0009169515-XAMS,DGB GROUP N.V.,DGB,DGB,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Forms and Bulk Printing Services
IT0005347429,IT0005347429-MTAA,DIGITAL VALUE,DGV,DGV,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Computer Services
IT0003492391,IT0003492391-MTAA,DiaSorin SpA,DIA,DIA,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Medical Equipment
IT0001469995,IT0001469995-MTAA,Digital Bros SpA,DIB,DIB,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Electronic Entertainment
BE0974259880,BE0974259880-XBRU,D'Ieteren NV,DIE,DIE,A,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Auto Services 
BE0003698124,BE0003698124-XBRU,Diegem Kennedy,DIEG,DIEG,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Open End and Miscellaneous Investment Vehicles
FR0013154002,FR0013154002-XPAR,Sartorius Stedim Biotech SA,DIM,DIM,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Medical Supplies
LU2592315662,LU2592315662-MTAA,D'AMICO INTERNATIONAL SHIPPI,DIS,DIS,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Marine Transportation
BE0003605160,BE0003605160-XBRU,Distri-Land Certificate,DISL,DISL,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Open End and Miscellaneous Investment Vehicles
FR0000062978,FR0000062978-XPAR,DEKUPLE,ALP,DKUPL,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Media Agencies
IT0003115950,IT0003115950-MTAA,De' Longhi SpA,DLG,DLG,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Household Appliance
FR001400IAQ8,FR001400IAQ8-ALXP,DIAGNOSTIC MED BSA,DMSBS,DMSBS,D,EUR,710,EPA,ALXP,Euronext Paris,france,FALSE,,,Medical Equipment
BE0974289218,BE0974289218-XBRU,Asit Biotech SA,ASIT,DMSIM,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Biotechnology
IT0005186371,IT0005186371-MTAA,INDUSTRIE DE NORA,DNR,DNR,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Electronic Equipment: Other
IT0001044996,IT0001044996-MTAA,doValue SpA,DOV,DOV,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Diversified Financial Services 
FR0000065260,FR0000065260-XPAR,Docks des P��troles d'Ambes,DPAM,DPAM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Transportation Services
FR0000054199,FR0000054199-XPAR,S.T. Dupont,DPT,DPT,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Personal Products
CH1216478797,CH1216478797-XAMS,DSM FIRMENICH AG,DSFIR,DSFIR,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Food Products
FR0014003TT8,FR0014003TT8-XPAR,DASSAULT SYSTEMES,DSY,DSY,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Software
DE0005557508,DE0005557508-TNLB,Deutsche Telekom AG,DTEL,DTEL,D,EUR,320,EBR,TNLB,Euronext Brussels,belgium,FALSE,R,,Telecommunications Services
FR0014008VX5,FR0014008VX5-XPAR,EUROAPI,EAPI,EAPI,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Pharmaceuticals
NL0000345627,NL0000345627-XAMS,Ease2pay N.V.,EAS2P,EAS2P,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Computer Services
FR0000062507,FR0000062507-XPAR,FIN.E.IM.D.L ET.D.BE.ET D.L.ME,EBPF,EBPF,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
NL0015000CZ2,NL0015000CZ2-XAMS,EBUSCO HOLDING,EBUS,EBUS,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Commercial Vehicles and Parts
GA0000121459,GA0000121459-XPAR,Total Gabon,EC,EC,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Oil: Crude Producers
NL0015000K93,NL0015000K93-XAMS,EUROCOMMERCIAL,ECMPA,ECMPA,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Retail REITs
IT0005241192,IT0005241192-MTAA,Aquafil SpA,ECNL,ECNL,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Chemicals: Diversified
BE0974313455,BE0974313455-XBRU,Econocom Group SE,ECONB,ECONB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Computer Services
GB00B94QM994,GB00B94QM994-XAMS,Eurocastle Investment Ltd,ECT,ECT,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Closed End Investments
FR0010908533,FR0010908533-XPAR,Edenred,EDEN,EDEN,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Transaction Processing Services
FR0000064404,FR0000064404-XPAR,Media 6,EDI,EDI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Media Agencies
IT0003372205,IT0003372205-MTAA,Edison SpA,EDNR,EDNR,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Multi-utilities
PTEDP0AM0009,PTEDP0AM0009-XLIS,Energias de Portugal,EDP,EDP,A,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,CX,Alternative Electricity
ES0127797019,ES0127797019-XLIS,EDP Renov��veis,EDPR,EDPR,A,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,CX,Alternative Electricity
FR0000035719,FR0000035719-XPAR,Viktoria Invest,EEM,EEM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
IT0001498234,IT0001498234-MTAA,EEMS Italia SpA,EEMS,EEMS,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Electronic Components
FR0000061475,FR0000061475-XPAR,Eurasia Fonciere Investissements,EFI,EFI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Retail REITs
PTMEN0AE0005,PTMEN0AE0005-XLIS,Mota-Engil,EGL,EGL,C,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,CX,Construction
IT0005527616,IT0005527616-MTAA,EUROGROUP LAMINATIONS,EGLA,EGLA,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Industrial Suppliers
FR0000035784,FR0000035784-XPAR,TRANSITION EVERGREEN,EGR,EGR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Open End and Miscellaneous Investment Vehicles
FR0000036816,FR0000036816-XPAR,Tour Eiffel,EIFF,EIFF,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Office REITs
FR0011466069,FR0011466069-XPAR,Ekinops SA,EKI,EKI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Telecommunications Equipment
BE0974380124,BE0974380124-XBRU,Ekopak NV,EKOP,EKOP,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Water
FR0000121667,FR0000121667-XPAR,Essilor,EL,EL,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Medical Supplies
IT0003404214,IT0003404214-MTAA,Elica SpA,ELC,ELC,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Household Appliance
FR0000031023,FR0000031023-XPAR,Electricit�� de Strasbourg,ELEC,ELEC,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Conventional Electricity
BE0003822393,BE0003822393-XBRU,Elia,ELI,ELI,A,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Conventional Electricity
FR0011950732,FR0011950732-XPAR,Elior Group SA,ELIOR,ELIOR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Vending and Catering Service
FR0012435121,FR0012435121-XPAR,Elis SA,ELIS,ELIS,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,,Industrial Suppliers
IT0005453250,IT0005453250-MTAA,EL.EN.,ELN,ELN,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Medical Equipment
IT0001237053,IT0001237053-MTAA,Emak SpA,EM,EM,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Household Equipment and Products
BE0003849669,BE0003849669-VPXB,EMD Music,EMD,EMD,D,EUR,320,EBR,VPXB,Euronext Brussels,belgium,FALSE,R,,Recreational Products
FR0000120503,FR0000120503-XPAR,Bouygues,EN,EN,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Construction
IT0005176406,IT0005176406-MTAA,Enav SpA,ENAV,ENAV,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Transportation Services
IT0003128367,IT0003128367-MTAA,Enel,ENEL,ENEL,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Conventional Electricity
FR0010208488,FR0010208488-XPAR,Engie,ENGI,ENGI,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Multi-utilities
IT0003132476,IT0003132476-MTAA,ENI,ENI,ENI,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Integrated Oil and Gas
IT0003132476,IT0003132476-TNLB,Eni SpA,ENI,ENIT,D,EUR,320,EBR,TNLB,Euronext Brussels,belgium,FALSE,R,,Integrated Oil and Gas
IT0004356751,IT0004356751-MTAA,Enervit SpA,ENV,ENV,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Food Products
NL0015000GX8,NL0015000GX8-XAMS,ENVIPCO,ENVI,ENVI,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Electronic Equipment: Pollution Control
NL0006294274,NL0006294274-XPAR,Euronext NV,ENX,ENX,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Investment Services
DE000ENAG999,DE000ENAG999-TNLB,E.ON SE,EON,EON,D,EUR,320,EBR,TNLB,Euronext Brussels,belgium,FALSE,R,,Multi-utilities
FR0000076861,FR0000076861-XPAR,Acteos,EOS,EOS,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
IT0005084717,IT0005084717-MTAA,Eprice SpA,EPRC,EPRC,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Consumer Services: Misc.
FR0012882389,FR0012882389-XPAR,EQUASENS,EQSP,EQS,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
IT0005312027,IT0005312027-MTAA,Equita Group SpA,EQUI,EQUI,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Investment Services
FR0000131757,FR0000131757-XPAR,Eramet,ERA,ERA,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Nonferrous Metals
FR0014000MR3,FR0014000MR3-XPAR,Eurofins Scientific SE,ERF,ERF,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Medical Services
IT0001157020,IT0001157020-MTAA,ERG SpA,ERG,ERG,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Alternative Electricity
FR0000120669,FR0000120669-XPAR,Esso,ES,ES,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Oil Refining and Marketing
FR0004110310,FR0004110310-XPAR,ESI Group,ESI,ESI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
PTESO0AM0000,PTESO0AM0000-XLIS,ESTORIL SOL N,ESON,ESON,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,,Casinos and Gambling
IT0003895668,IT0003895668-MTAA,Eurotech SpA,ETH,ETH,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Computer Hardware
FR0010221234,FR0010221234-XPAR,Eutelsat Communications,ETL,ETL,B,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Telecommunications Equipment
IT0004818297,IT0004818297-MTAA,Eukedos SpA,EUK,EUK,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Medical Equipment
FR0000054678,FR0000054678-XPAR,EURO Ressources,EUR,EUR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Gold Mining
BE0003816338,BE0003816338-XBRU,Euronav,EURN,EURN,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,CX,Marine Transportation
FR0000038499,FR0000038499-XPAR,Fonci��re Euris,EURS,EURS,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Food Retailers and Wholesalers
BE0003820371,BE0003820371-XBRU,EVS Broadcast Equipment,EVS,EVS,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Telecommunications Equipment
FR0000062671,FR0000062671-XPAR,Exail Technologies,GOE,EXA,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Machinery: Industrial
FR0004527638,FR0004527638-XPAR,EXEL Industries,EXE,EXE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Machinery: Agricultural
BE0003808251,BE0003808251-XBRU,Exmar,EXM,EXM,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,CX,Marine Transportation
FR0014005DA7,FR0014005DA7-XPAR,EXCLUSIVE NET PROM,EXN,EXN,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Computer Services
NL0012059018,NL0012059018-XAMS,EXOR NV,EXOR,EXO,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Diversified Financial Services 
FR0014003AQ4,FR0014003AQ4-XPAR,EXPLOSIFS PROD.CHI,EXPL,EXPL,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Chemicals: Diversified
BE0003874915,BE0003874915-XBRU,Fagron,FAGR,FAGR,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,TRUE,R,CX,Medical Equipment
FR0011271600,FR0011271600-XPAR,Fermentalg SA,FALG,FALG,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Specialty Chemicals
NL0013654809,NL0013654809-XAMS,Fastned BV,FAST,FAST,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Specialty Retailers
FR0000031973,FR0000031973-XPAR,Faienceries de Sarreguemines Digoin et Vitry-le-Francois,FAYE,FAYE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Household Equipment and Products
IT0000072170,IT0000072170-MTAA,FinecoBank Banca Fineco SpA,FBK,FBK,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Banks
FR0000062101,FR0000062101-XPAR,Casino Cannes,FCMC,FCMC,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Casinos and Gambling
PTFCP0AM0008,PTFCP0AM0008-XLIS,Futebol Clube do Porto,FCP,FCP,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,,Entertainment
IT0001415246,IT0001415246-MTAA,Fincantieri SpA,FCT,FCT,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Machinery: Construction and Handling
IT0001498481,IT0001498481-MTAA,Fidia SpA,FDA,FDA,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Machinery: Industrial
FR0013030152,FR0013030152-XPAR,La Francaise de l Energie SA,LFDE,FDE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Alternative Electricity
FR0013451333,FR0013451333-XPAR,La Francaise des Jeux SA,FDJ,FDJ,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,,Casinos and Gambling
NL0015001FS8,NL0015001FS8-XAMS,FERROVIAL,FER,FER,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Engineering and Contracting Services
IT0005215329,IT0005215329-MTAA,FINE FOODS & PHARMACEUTICALS NTM,FF,FF,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Pharmaceuticals
NL0011832811,NL0011832811-XAMS,ForFarmers NV,FFARM,FFARM,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Farming/Fishing/Ranching and Plantations
FR0011665280,FR0011665280-XPAR,Figeac Aero SARL,FGA,FGA,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Aerospace
FR0000130452,FR0000130452-XPAR,Eiffage,FGR,FGR,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Construction
FR0000050353,FR0000050353-XPAR,LISI S.A.,FII,FII,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Aerospace
IT0004967292,IT0004967292-MTAA,FILA Fabbrica Italiana Lapis ed Affini SpA,FILA,FILA,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Nondurable Household Products
FR0000060824,FR0000060824-XPAR,Financi��re Marjos,FINM,FINM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Apparel Retailers
FR0000038184,FR0000038184-XPAR,FIPP S.A.,FIPP,FIPP,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Financial Services 
NL0015000X07,NL0015000X07-XAMS,FL ENTERTAINMENT,FLE,FLE,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Entertainment
BE0003215143,BE0003215143-XBRU,Floridienne,FLOB,FLOB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Diversified Industrials
BMG3602E1084,BMG3602E1084-XAMS,FLOW TRADERS,FLOW,FLOW,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Investment Services
BE0974265945,BE0974265945-XBRU,Fluxys Belgium NV,FLUX,FLUX,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Pipelines
FR0000033409,FR0000033409-XPAR,Fonci��re Lyonnaise,FLY,FLY,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Office REITs
IT0003365613,IT0003365613-MTAA,Fiera Milano SpA,FM,FM,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Professional Business Support Services
FR0000076986,FR0000076986-XPAR,Financi��re Moncey,MONC,FMONC,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Asset Managers and Custodians
FR0011476928,FR0011476928-XPAR,Fnac Darty SA,FNAC,FNAC,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Specialty Retailers
IT0000060886,IT0000060886-MTAA,FNM SpA,FNM,FNM,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Travel and Tourism
FR0000035123,FR0000035123-XPAR,Finatis,FNTS,FNTS,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Food Retailers and Wholesalers
SN0000033192,SN0000033192-XPAR,Financi��re de l'Ouest Africain,FOAF,FOAF,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Financial Services 
CI0000053161,CI0000053161-XPAR,Foresti��re ��quatoriale,FORE,FORE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Financial Services 
FR0014005SB3,FR0014005SB3-XPAR,FORSEE POWER PROM,FORSE,FORSE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Electrical Components
BE0003752665,BE0003752665-XBRU,Fountain,FOU,FOU,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Soft Drinks
FR0000074197,FR0000074197-XPAR,UTI Group,FPG,FPG,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Computer Services
FR0013176526,FR0013176526-XPAR,Valeo SE,FR,FR,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,,Auto Parts
FR0010588079,FR0010588079-XPAR,Frey,FREY,FREY,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0000121147,FR0000121147-XPAR,FORVIA,FRVIA,FRVIA,C,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Auto Parts
NL00150003E1,NL00150003E1-XAMS,FUGRO,FUR,FUR,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Engineering and Contracting Services
IT0000062072,IT0000062072-MTAA,Generali,G,G,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Full Line Insurance
IT0005023038,IT0005023038-MTAA,Gabetti Property Solutions SpA,GAB,GAB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Real Estate Holding and Development
FR0000030611,FR0000030611-XPAR,Marocaine Cie,CIEM,GALIM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
PTGAL0AM0009,PTGAL0AM0009-XLIS,Galp Energia,GALP,GALP,A,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,CX,Integrated Oil and Gas
FR0000034894,FR0000034894-XPAR,Gaumont,GAM,GAM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Entertainment
BE0003797140,BE0003797140-XBRU,GRPE BRUXELLES LAMBERT SA(GBL),GBLB,GBLB,A,EUR,320,EBR,XBRU,Euronext Brussels,belgium,TRUE,R,CX,Diversified Financial Services 
FR0000032526,FR0000032526-XPAR,Guerbet,GBT,GBT,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Pharmaceuticals
FR0000044471,FR0000044471-XPAR,Ramsay G��n��rale de Sant��,GDS,GDS,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Health Care Facilities
