证券代码,证券名称,风险评分,风险项,风险项数量,风险详情
688323.SH,瑞华泰,90,财报亏损,1,最新季度20230630净利润：-793.27万
605399.SH,晨光新材,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
002311.SZ,海大集团,90,子公司解散,1,海大集团（002311）：关于收购控股子公司少数股权、退出并解散合伙基金暨关联交易的公告TXT:http://disc.static.szse.cn/disc/disk03/finalpage/2023-02-28/0dfba312-c448-42e7-8f71-0eb8607466e2.PDF
002551.SZ,尚荣医疗,55,公允价值收益异常;应收账款占收入比例过高;财报亏损;会计师事务所变动;审计报告保留意见;交易所监管,6,"截止至20230630,该公司净利润大于1000万，公允价值变动收益和投资收益之和为负且绝对值大于净利润的1/4;截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为88.14%;最新年报20221231净利润：-3.08亿;最近1-2年内,会计师事务所发生变动;1、尚荣医疗公司建设的许昌二院迁扩建项目处于重整阶段。截至2022年12月31日，尚荣医疗公司对许昌二院应收账款余额为22,179.01万元，账面累计计提坏账准备17,743.21万元；其他应收款余额为6,349.00万元，账面累计计提坏账准备5,079.20万元。目前重整方案仍尚未确定，本期无实质性进展。我们无法就上年及本年应收账款和其他应收款坏账准备的合理性获取充分、适当的审计证据。
2、尚荣医疗公司持有合肥普尔德医疗用品有限公司(以下简称“合肥普尔德”)55%股权，在审计过程中我们发现，合肥普尔德在存货管理及核算方面存在不规范的情形，我们未能获取到充分、适当的审计证据判断其存货以及毛利核算的准确性。
我们按照中国注册会计师审计准则的规定执行了审计工作。审计报告的“注册会计师对财务报表审计的责任”部分进一步阐述了我们在这些准则下的责任。按照中国注册会计师职业道德守则，我们独立于尚荣医疗公司，并履行了职业道德方面的其他责任。我们相信，我们获取的审计证据是充分、适当的，为发表审计意见提供了基础。;关于对深圳市尚荣医疗股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_002551181032.pdf"
002889.SZ,东方嘉盛,100,,,
002866.SZ,传艺科技,95,公允价值收益异常,1,"截止至20230630,该公司净利润大于1000万，公允价值变动收益和投资收益之和为负且绝对值大于净利润的1/4"
301090.SZ,华润材料,100,,,
603056.SH,德邦股份,90,会计师事务所变动;研发人员减少,2,"最近1-2年内,会计师事务所发生变动;截止2022-12-31,公司研发人员相对上期减少22.49%"
831961.BJ,创远信科,100,,,
688221.SH,前沿生物,85,财报亏损;会计师事务所变动,2,"最新季度20230630净利润：-1.73亿;最近1-2年内,会计师事务所发生变动"
600654.SH,ST中安,22,营业外支出过大;经营现金流风险;财报亏损;诉讼风险;股票频繁更名;股权冻结;股权被司法拍卖;ST股票,8,"截至20221231,该公司营业外支出超过营业利润的20%;截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;最新季度20230630净利润：-622.45万;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;截止目前，该公司历史更名次数达4次及以上;2023-06-15,ST中安：关于控股股东部分股份被继续冻结的公告;ST中安：关于控股股东所持公司部分股份被司法拍卖的进展公告;"
300204.SZ,舒泰神,90,财报亏损,1,最新季度20230630净利润：-1.53亿
002545.SZ,东方铁塔,100,,,
600898.SH,ST美讯,-23,财报亏损;会计师事务所变动;诉讼风险;股票频繁更名;审计报告其他非标;被频繁问询监管;股权冻结;可能被*ST;ST股票,9,"最新季度20230630净利润：-3371.19万;最近1-2年内,会计师事务所发生变动;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;截止目前，该公司历史更名次数达4次及以上;我们提醒财务报表使用者关注，公司自2017年以来连续亏损，2022年度亏损86,780,952.30元，2023年一季度公司亏损状况无明显改善；截止2022年12月31日，公司流动负债高于流动资产55,577,300.62元，归属于母公司股东权益金额为32,345,413.58元，2022年公司实现营业收入为117,800,445.50元，较上年下降39.94%；同时如审计报告财务报表附注十一（二）所述，公司因多起诉讼案件导致部分银行账户被司法冻结（截止2022年12月31日实际冻结金额为6,166,978.63元），这些事项或情况，连同审计报告财务报表附注二（二）所示的其他事项，表明存在可能导致对公司持续经营能力产生重大疑虑的重大不确定性。该事项不影响已发表的审计意见。;截止至2023-09-26，公司近一年内问询监管次数大于3次;2023-09-20,ST美讯：国美通讯设备股份有限公司关于公司部分募集资金被冻结的公告;;"
002623.SZ,亚玛顿,95,关联交易风险,1,业务单一且大量关联方交易(关联交易方占净利润188.16%)
603809.SH,豪能股份,100,,,
002913.SZ,奥士康,100,,,
603071.SH,物产环能,94,"应收款增加,低现金流",1,"截止20230630,公司应收账款增速为30.68%，净利润增速为7.20%，经营活动现金流（39886.29万元）小于净利润（53808.89万元）"
000803.SZ,山高环能,70,负债率逐年递增;经营现金流风险;短期负债风险;流动性风险;股票频繁更名;高担保比例;长期不分红,7,"截止20221231，资产负债率逐年递增10%以上且最近年度高于70%;截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止至2023-06-30，流动比率小于1，速动比率小于0.5;截止目前，该公司历史更名次数达4次及以上;截止至2023-06-30,该公司对外担保额合计占净资产的比例大于30%;久不分红，公司上市以来未进行现金分红"
600149.SH,廊坊发展,77,财报亏损;股权冻结;长期不分红,3,"最新季度20230630净利润：-706.31万;2023-08-10,廊坊发展：关于恒大地产集团有限公司所持公司股份被轮候冻结的公告;久不分红，公司最近一次现金分红为2001-06-30财报：10送2转增3股派0.5元(含税)"
605488.SH,福莱新材,100,,,
603191.SH,望变电气,90,清仓式减持;拟大比例减持,2,"股东的基本情况
    截至本公告披露日，平潭普思广和一号股权投资合伙企业（有限合伙）（以下简称“普思广和”）持有重庆望变电气（集团）股份有限公司（以下简称“公司”或“望变电气”）无限售条件流通股22222222股，占公司总股本比例为6.67%，上述股份全部来源于公司首次公开发行前，并于2023年4月28日解除限售上市流通
    减持计划的主要内容
    普思广和可适用《上市公司创业投资基金股东减持股份的特别规定》和《上海证券交易所上市公司创业投资基金股东减持股份实施细则》关于创业投资基金股东减持的规定。通过集中竞价交易方式减持的，在任意连续30日内减持股份的总数不超过公司股份总数的1％；通过大宗交易方式减持的，在任意连续30日内减持股份的总数不超过公司股份总数的2％。因普思广和自身运营管理需求，在遵守相关法律法规规定的前提下，普思广和拟通过集中竞价和大宗交易的方式合计减持公司股份数量不超过公司股份总数的6.67％，即不超过22222222股。以集中竞价交易方式减持的，自本公告之日起十五个交易日后的连续180日内进行，以大宗交易方式减持的，自本公告之日起三个交易日后的连续180日内进行，减持价格将根据减持实施时的市场价格确定且不低于公司首次公开发行股票时的发行价。
    通过大宗交易方式减持的期间为公司披露减持计划之日起3个交易日之后的连续180日内（2023年5月9日至2023年11月4日）。
    集中竞价的减持期间为2023/5/25～2023/11/20(公告日期：20230428);减持主体的基本情况
    截至本公告披露日，重庆望变电气（集团）股份有限公司（以下简称“公司”或“望变电气”）本次计划减持股份的董监高为公司董事、副总经理李奎、董事、董事会秘书兼财务负责人李代萍、监事李长平和监事会主席袁涛（以下合称“信息披露义务人”），其合计持有公司股份1530000股，占公司总股本比例为0.46%
    减持计划的主要内容
    因个人资金需求，在遵守相关法律法规规定的前提下，李奎、李代萍、李长平和袁涛计划以集中竞价交易或大宗交易方式分别减持其所持有的公司股份不超过150000股、125000股、25000股及60000股，减持比例分别不超过公司股份总数的0.0450％、0.0375％、0.0075％及0.0180％，且分别不超过个人持股总数的25%。采用大宗交易方式进行的，自本公告之日起三个交易日后的六个月内进行，采用集合竞价交易方式进行的，自本公告之日起十五个交易日后的六个月内进行。减持价格将根据减持实施时的市场价格确定，其中董事、高级管理人员李奎、李代萍的减持价格将不低于公司首次公开发行股票时的发行价。
    大宗交易时间为2023年6月2日至2023年12月1日。
    集中竞价的减持期间为2023/6/20～2023/12/19"
838971.BJ,天马新材,95,成交不活跃,1,"截止20230925,该公司最近20日日均成交量低于30万股(北证低于10万股)"
300824.SZ,北鼎股份,100,,,
002036.SZ,联创电子,85,高应收款隐忧;财报亏损,2,"截止20230630,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上;最新季度20230630净利润：-2.79亿"
603378.SH,亚士创能,84,应收账款占收入比例过高;短期负债风险;员工人数陡降;研发人员减少,4,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为150.79%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止2022-12-31，公司员工人数相对上期下降36.12%;截止2022-12-31,公司研发人员相对上期减少39.54%"
300599.SZ,雄塑科技,85,财报亏损;交易所监管,2,最新年报20221231净利润：-170.99万;关于对广东雄塑科技集团股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30059953608.pdf
688071.SH,华依科技,77,财报亏损;大比例解禁;股东户数偏少,3,"最新季度20230630净利润：-223.88万;华依科技非公开发行限售,在三个月内解禁1192.35万股，解禁比例14.06%>8%;截至20230630，该公司股东户数<4000"
688300.SH,联瑞新材,100,,,
300429.SZ,强力新材,90,财报亏损,1,最新季度20230630净利润：-1518.46万
002635.SZ,安洁科技,95,营业外支出过大,1,"截至20221231,该公司营业外支出超过营业利润的20%"
003011.SZ,海象新材,100,,,
002495.SZ,佳隆股份,90,财报亏损,1,最新年报20221231净利润：-5476.98万
301003.SZ,江苏博云,100,,,
000923.SZ,河钢资源,100,,,
300725.SZ,药石科技,80,理财风险;股价脚踝斩;清仓式减持,3,最近一年，公司购买的金融产品出现延期兑付的情况;公司股价较两年内历史最高价，下跌超过75%。;持有本公司股份7803341股，占本公司总股本3.91%的公司股东南京诺维科思创业投资合伙企业（有限合伙）（以下简称“诺维科思”）计划采用大宗交易、集中竞价交易等深圳证券交易所认可的方式减持公司股份不超过7803341股（占本公司总股本3.91%）。其中以集中竞价交易方式减持的，自本公告之日起15个交易日后的6个月内（即2023年1月3日至2023年7月2日）进行；以大宗交易方式减持的，自本公告之日起3个交易日后的6个月内（2022年12月15日至2023年6月14日）进行。(公告日期：20221209)
000971.SZ,ST高升,7,负债率逐年递增;财报亏损;诉讼风险;股票频繁更名;审计报告保留意见;股权冻结;ST股票,7,"截止20221231，资产负债率逐年递增10%以上且最近年度高于70%;最新季度20230630净利润：-1022.62万;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;截止目前，该公司历史更名次数达4次及以上;（一）其他权益工具会计处理及其他应收款可收回性
  如财务报表附注五、30 所述，高升控股公司子公司莹悦网络原股东袁佳宁因未完成业绩承诺，应补偿高升控股公 司 26,251,609 股股份。因袁佳宁所持高升控股公司股份处于质押状态，尚未回购。我们无法确定公司采用将自身股份结算的或有对价计入其他权益工具的会计处理是否符合经济业务实质。另如财务报表附注五、5所述，针对袁佳宁未完成业绩承诺事项，2020年4月和2021年6月，张岱、于平分别承诺，为袁佳宁与高升控股公司有关业绩补偿义务提供保证。截至目前，袁佳宁一直未履行业绩补偿义务，张岱、于平也未履行相关承诺。2022年12月，高升控股收到中国证券监督管理委员会湖北监管局《关于对张岱、于平采取出具警示函监管措施的决定》（〔2022〕20号），针对未履行相关承诺，决定对张岱、于平采取出具警示函的行政监管措施。截止2022年12月31日，累计确认其他应收款（违约金）27,932,630.86元并计提坏账准备4,589,969.18元。我们无法就该其他应收款（违约金）的可收回性获取充分、适当的审计证据，也无法确定是否有必要对坏账准备金额进行调整。
（二）预付款项性质
  1.截止2022年12月31日，供应商一、供应商二、供应商三预付款项期末余额11,797.00万元。截止审计报告日，供应商尚未完成交付，且未予退款。我们对上述供应商进行了访谈，其需委托外协单位进行交付，我们未能获取供应商与外协单位之间签署的合同、协议以及款项支付凭证。我们未能实施其他有效审计程序就上述预付款项的真实性、实际流向及可收回性获取充分、适当的审计证据，也无法确定是否有必要对预付款项金额进行调整。
2.截止2022年12月31日，高升控股公司累计向供应商四支付带宽数据流量费6,200.00万元，取得并认证增值税专用发票4,300.00万元，结转带宽数据流量费（不含税）579.00万元，预付款项期末余额5,377.60万元。我们对供应商四进行了访谈，并获取其与代理商签署的采购协议以及款项支付凭证，但未能获取代理商与运营商签署的采购协议以及款项支付凭证。我们未能实施其他有效审计程序就该预付款项的真实性、实际流向及可收回性获取充分、适当的审计证据，也无法确定是否有必要对预付款项金额进行调整。
（三）股权收购意向金的可收回性
  高升控股公司于2021年8月与拟收购公司一、公司一控股股东自然人一签署收购意向协议，高升控股公司拟购买自然人一持有的公司一不低于51%的股权，并向公司一支付3,000.00万元收购意向金。截止2022年12月31日，自然人一及公司一按协议履行了相关义务，即：将公司一94%股权质押给高升控股公司、将自然人一持有的公司二100%股权转让给公司一。2023年1月，公司三以增资的形式取得公司一70%股权，同时，公司一100%股权已质押给山西银行股份有限公司太原分行。2023年4月，高升控股公司收到公司一退回的意向金1,800.00万元。由于公司一100%股权已质押，我们无法确定收购能否最终完成，也无法就该意向金的可收回性获取充分、适当的审计证据。
  我们按照中国注册会计师审计准则的规定执行了审计工作。审计报告的“注册会计师对财务报表审计的责任”部分
进一步阐述了我们在这些准则下的责任。按照中国注册会计师职业道德守则，我们独立于高升控股公司，并履行了职业道德方面的其他责任。我们相信，我们获取的审计证据是充分、适当的，为发表保留意见提供了基础。;2023-05-13,ST高升：关于持股5%以上股东股份被司法冻结的公告;"
688133.SH,泰坦科技,85,清仓式减持;股权分散,2,"股东持股的基本情况
    截至本公告日，股东上海创丰昕汇创业投资管理有限公司－天津创丰昕华创业投资合伙企业（有限合伙）（原上海创丰昕汇创业投资管理有限公司－厦门创丰昕华创业投资合伙企业（有限合伙），以下简称“天津创丰”）及其一致行动人：上海创丰昕汇创业投资管理有限公司－温州东楷富文创业投资合伙企业（有限合伙）（以下简称“温州东楷”）、上海创丰昕汇创业投资管理有限公司－上海创丰昕舟创业投资合伙企业（有限合伙）（以下简称“上海创丰”）、上海创丰昕汇创业投资管理有限公司－宁波保税区创丰长茂创业投资合伙企业（有限合伙）（以下简称“宁波创丰”）、古交金牛汇富创业投资企业(有限合伙)（以下简称“古交金牛”）、国彤创丰私募基金管理有限公司（原国投创丰投资管理有限公司，以下简称“国彤创丰”）、彭震，合计持有公司股份4,771,351股，占公司总股本的5.6753%。上述股份已于2021年11月1日起上市流通，均为公司首次公开发行前取得股份。
    减持计划的主要内容
    因股东自身资金需求，天津创丰、温州东楷、上海创丰、宁波创丰、古交金牛、国彤创丰、彭震拟通过集中竞价、大宗交易方式减持，合计不超过4,771,351股，即不超过公司当前总股本的5.6753%。减持期间为本公告披露15个交易日后的6个月内（2023/2/17 ～ 2023/8/16）。其中，温州东楷、上海创丰已通过基金业协会认定，不受减持限制。天津创丰通过集中竞价方式进行减持，自本公告披露之日起15个交易日之后的6个月内进行，任意连续60个自然日内减持的股份总数不超过公司股份总数的1%；通过大宗交易方式进行减持，自本公告披露之日起15个交易日之后的6个月内进行，任意连续60个自然日内减持的股份总数不超过公司股份总数的2%。宁波创丰、古交金牛、国彤创丰、彭震：通过集中竞价方式进行减持，自本公告披露之日起15个交易日之后的6个月内进行，且任意连续90个自然日内减持的股份总数不超过公司股份总数的1%；通过大宗交易方式进行减持，自本公告披露之日起15个交易日之后的6个月内进行，且任意连续90个自然日内减持的股份总数不超过公司股份总数的2%。(公告日期：20230120);谢应波(第一大股东)持股比例为9.83%。"
688538.SH,和辉光电,84,短期负债风险;财报亏损,2,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;最新季度20230630净利润：-12.96亿
605138.SH,盛泰集团,85,扣非净利润陡降风险;关联交易风险,2,截止20230630，公司扣非净利润相比去年同期降幅超过50%;业务单一且大量关联方交易(关联交易方占净利润55.67%)
300102.SZ,乾照光电,90,财报亏损,1,最新季度20230630净利润：-1.08亿
000822.SZ,山东海化,90,股东退出;关联交易风险,2,"最新一个报告期,公司有超过5个非自然人股东有退出或减仓;业务单一且大量关联方交易(关联交易方占净利润32.77%)"
300857.SZ,协创数据,90,拟大比例减持,1,"截至本公告披露日，协创数据技术股份有限公司（以下简称“公司”或“本公司”）控股股东协创智慧科技有限公司（以下简称“协创智慧”）持有公司股份64819000股，占公司总股本的26.59%。协创智慧计划以集中竞价交易和大宗交易方式减持公司股份合计不超过12963800股，即不超过公司总股本的5.32%，如通过大宗交易方式减持公司股份，将于本次减持计划公告披露之日起3个交易日后的6个月内进行，减持期间为2023年8月3日至2024年2月2日，且任意连续90日内通过大宗交易方式减持不超过公司总股本的2%；如通过集中竞价交易方式减持公司股份，将于本次减持计划公告披露之日起15个交易日后的6个月内进行，减持期间为2023年8月21日至2024年2月20日，且任意连续90日内通过集中竞价交易方式减持不超过公司总股本的1%。
    公司近日收到控股股东协创智慧出具的《关于减持所持协创数据技术股份有限公司股份的减持计划告知函》。"
836826.BJ,盖世食品,95,股东户数偏少,1,截至20230630，该公司股东户数<4000
688223.SH,晶科能源,95,高应收款隐忧,1,"截止20230630,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上"
300584.SZ,海辰药业,94,"应收款增加,低现金流",1,"截止20230630,公司应收账款增速为34.13%，净利润增速为9.89%，经营活动现金流（628.02万元）小于净利润（1947.49万元）"
002696.SZ,百洋股份,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
002476.SZ,宝莫股份,82,财报亏损;股权冻结,2,"最新季度20230630净利润：-396.17万;2023-08-18,宝莫股份：关于控股股东股份被司法冻结的公告"
835640.BJ,富士达,90,清仓式减持;拟大比例减持,2,"一、减持主体的基本情况
    持股5%以上股东吉林省国家汽车电子产业创业投资有限责任公司及其一致行动人北京银河吉星创业投资有限责任公司分别持有公司股份11119161股、582481股。
    二、减持计划的主要内容
    计划自本公告披露之日起15个交易日后的6个月内采用连续竞价或大宗交易方式减持股份分别不高于11119161股、582481股。不高于公司总股份的5.92%、0.31%。(公告日期：20230705);一、减持主体的基本情况
    持股5%以上股东吉林省国家汽车电子产业创业投资有限责任公司及其一致行动人北京银河吉星创业投资有限责任公司分别持有公司股份11119161股、582481股。
    二、减持计划的主要内容
    计划自本公告披露之日起15个交易日后的6个月内采用连续竞价或大宗交易方式减持股份分别不高于11119161股、582481股。不高于公司总股份的5.92%、0.31%。"
688008.SH,澜起科技,75,扣非净利润陡降风险;营收陡降风险;股权分散;已大比例减持,4,截止20230630，公司扣非净利润相比去年同期降幅超过50%;截止20230630，公司营业收入相比去年同期降幅超过50%;中国电子投资控股有限公司(第一大股东)持股比例为7.24%。;截止至20230818，该公司重要股东近半年已减持的股份占总股本的比例为：10.62%
603272.SH,联翔股份,95,扣非亏损,1,该公司最新财报显示净利润为正，但扣非净利润为负
835985.BJ,海泰新能,100,,,
300711.SZ,广哈通信,95,股东退出,1,"最新一个报告期,公司有超过5个非自然人股东有退出或减仓"
831689.BJ,克莱特,100,,,
300917.SZ,特发服务,85,清仓式减持;股权被司法拍卖;已大比例减持,3,"持有深圳市特发服务股份有限公司（以下简称“公司”或“本公司”）股份7875400股的股东嘉兴创泽投资合伙企业（有限合伙）（以下简称“嘉兴创泽”）计划以集中竞价方式（自本公告披露之日起15个交易日后的六个月内）或以大宗交易方式（自本公告披露之日起3个交易日后的六个月内）合计减持累计不超过7875400股,即不超过公司总股本的4.66%。其中，采用集中竞价交易方式减持的，在任意连续90个自然日减持股份数量不超过公司总股本的1%；采用大宗交易方式减持的，在任意连续90个自然日减持股份数量不超过公司总股本的2%。(公告日期：20230221);特发服务：关于公司持股5%以上股东股份将被司法拍卖的提示性公告;截止至20230821，该公司重要股东近半年已减持的股份占总股本的比例为：9.26%"
000581.SZ,威孚高科,85,审计报告其他非标;关联交易风险,2,"我们提醒财务报表使用者关注，如财务报表附注十六、7“其他对投资者决策有影响的重要交易和事项”所述，公安机关已就威孚高科全资子公司无锡威孚国际贸易有限公司（以下简称威孚国贸）在开展“平台贸易”业务过程中被合同诈骗进行了刑事立案侦查，目前处于案件侦查阶段，案件结果尚存在不确定性。
本段内容不影响已发表的审计意见。;业务单一且大量关联方交易(关联交易方占净利润184.00%)"
600980.SH,北矿科技,100,,,
300806.SZ,斯迪克,79,应收账款占收入比例过高;经营现金流风险;短期负债风险;交易所监管,4,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为96.82%;截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;关于对江苏斯迪克新材料科技股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30080651913.pdf"
603863.SH,松炀资源,68,短期负债风险;流动性风险;财报亏损;已大比例减持,4,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止至2023-06-30，流动比率小于1，速动比率小于0.5;最新季度20230630净利润：-7556.42万;截止至20230822，该公司重要股东近半年已减持的股份占总股本的比例为：7.76%
300211.SZ,亿通科技,82,最大客户占营收比过高;财报亏损,2,根据该公司20230630的数据：第一大客户占公司全部营业收入比例53.63%;最新季度20230630净利润：-107.32万
000949.SZ,新乡化纤,75,扣非亏损;公允价值收益异常;财报亏损;研发费用减少,4,"该公司最新财报显示净利润为正，但扣非净利润为负;截止至20230630,该公司净利润大于1000万，公允价值变动收益和投资收益之和为负且绝对值大于净利润的1/4;最新年报20221231净利润：-4.35亿;截止2023-06-30,公司研发费用相比上年同期减少72.12%"
603882.SH,金域医学,85,高应收款隐忧;扣非净利润陡降风险;应收账款占收入比例过高,3,"截止20230630,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上;截止20230630，公司扣非净利润相比去年同期降幅超过50%;截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为146.96%"
605339.SH,南侨食品,100,,,
600212.SH,绿能慧充,67,市净率过高;负债率逐年递增;财报亏损;股票频繁更名;长期不分红,5,该公司最新财报显示净利润为正，但市净率超过30;截止20221231，资产负债率逐年递增10%以上且最近年度高于70%;最新年报20221231净利润：-9654.04万;截止目前，该公司历史更名次数达4次及以上;久不分红，公司最近一次现金分红为2002-12-31财报：10股派0.80元（含税）
002224.SZ,三力士,100,,,
300605.SZ,恒锋信息,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
002077.SZ,大港股份,100,,,
301103.SZ,何氏眼科,90,拟大比例减持,1,"辽宁何氏眼科医院集团股份有限公司（以下简称“公司”）于近日收到股东北京信中利美信股权投资中心（有限合伙）（以下简称“美信基金”）出具的《关于股份减持计划的告知函》，美信基金计划在本公告披露之日起15个交易日后的6个月内以集中竞价方式、大宗交易方式减持累计不超过6772692股（若计划减持期间公司有送股、资本公积金转增股本等股份变动事项，上述股份数量做相应调整），即不超过公司总股本的4.2858%。
    持股情况：美信基金所持公司股份10488534股，占公司总股本6.64%。"
688050.SH,爱博医疗,94,"应收款增加,低现金流",1,"截止20230630,公司应收账款增速为41.04%，净利润增速为32.49%，经营活动现金流（7983.30万元）小于净利润（16318.19万元）"
003026.SZ,中晶科技,90,财报亏损,1,最新季度20230630净利润：-1230.61万
600361.SH,创新新材,90,会计师事务所变动;关联交易风险,2,"最近1-2年内,会计师事务所发生变动;业务单一且大量关联方交易(关联交易方占净利润66.43%)"
003000.SZ,劲仔食品,94,存货同比大幅增加,1,截止至20230630，该公司存货超过2亿且超过本期收入的1/3，存货相对去年同比增幅大于100%
600865.SH,百大集团,80,公允价值收益异常;高管频繁变动;理财风险;诉讼风险;关联交易风险,5,"截止至20230630,该公司净利润大于1000万，公允价值变动收益和投资收益之和为负且绝对值大于净利润的1/4;近期该公司高管人员变更频繁;最近一年，公司购买的金融产品出现延期兑付的情况;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;业务单一且大量关联方交易(关联交易方占净利润93.76%)"
834682.BJ,球冠电缆,86,短期负债风险;最大客户占营收比过高,2,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;根据该公司20221231的数据：第一大客户占公司全部营业收入比例58.56%
301023.SZ,江南奕帆,90,清仓式减持,1,"(一)股东基本情况
    1、股东名称：宋益群
    2、股东持有股份的总数量为2669466股，占公司总股本比例4.7669%。
    (二)本次减持计划的主要内容
     宋益群女士计划自本公告披露之日起15个交易日后的6个月内通过集中竞价方式，或者自本公告披露之日起3个交易日后的6个月内通过大宗交易方式、协议转让方式等其他方式合计减持公司股份不超过2,669,466股(占公司总股本的4.7669%）。若计划减持期间公司有派息、送股、转增股本、配股等除权除息事项，上述拟减持股份数量将相应进行调整，但减持股份占公司总股本的比例不变。(公告日期：20230131)"
600884.SH,杉杉股份,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
603811.SH,诚意药业,95,关联交易风险,1,业务单一且大量关联方交易(关联交易方占净利润88.31%)
603052.SH,可川科技,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
603833.SH,欧派家居,100,,,
603958.SH,哈森股份,85,扣非亏损;财报亏损,2,该公司最新财报显示净利润为正，但扣非净利润为负;最新年报20221231净利润：-1.56亿
301228.SZ,实朴检测,90,财报亏损,1,最新季度20230630净利润：-4527.19万
002201.SZ,正威新材,94,短期负债风险,1,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3
300048.SZ,合康新能,85,应收账款占收入比例过高;财报亏损,2,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为102.67%;最新季度20230630净利润：-230.30万"
301367.SZ,怡和嘉业,84,最大客户占营收比过高;大比例解禁,2,"根据该公司20221231的数据：第一大客户占公司全部营业收入比例61.63%;怡和嘉业首发、公开增发网下配售股份,在三个月内解禁2456.38万股，解禁比例38.38%>8%"
300473.SZ,德尔股份,90,财报亏损,1,最新年报20221231净利润：-9.16亿
002442.SZ,龙星化工,89,短期负债风险;交易所监管,2,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;关于对龙星化工股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_002442179101.pdf
688685.SH,迈信林,82,最大客户占营收比过高;拟大比例减持,2,"根据该公司20221231的数据：第一大客户占公司全部营业收入比例51.19%;股东持股的基本情况
    截至本公告披露日，伊犁苏新投资基金合伙企业（有限合伙）（以下简称“伊犁苏新”）持有江苏迈信林航空科技股份有限公司（以下简称“公司”或“迈信林”）7076000股，占公司总股本的6.33%；伊犁苏新一致行动人南京道丰投资管理中心（普通合伙）（以下简称“道丰投资”）持有公司78000股，占公司总股本的0.07%，二者合计持有公司7154000股，占公司总股本的6.40%。公司董事赵耿龙先生通过道丰投资间接持有公司5132股，占公司总股本的0.01%。
    上述股份为公司首次公开发行前取得股份，且已于2022年5月13日解除限售并上市流通。
    减持计划的主要内容
    公司于近日收到伊犁苏新及一致行动人道丰投资出具的《关于江苏迈信林航空科技股份有限公司股份减持计划的告知函》，因自身经营需要，伊犁苏新、南京道丰合计拟减持不超过6712000股，即不超过公司总股本的6.00%。公司董事赵耿龙先生本次不以任何形式减持通过道丰投资间接持有的公司股份。通过集中竞价交易方式减持的，在任意连续90日内减持的股份总数不超过公司股份总数的1%，减持期间自减持计划公告之日起15个交易日后的6个月内；通过大宗交易方式减持的，在任意连续90日内减持的股份总数不超过公司股份总数的2%，减持期间自减持计划公告之日起15个交易日后的6个月内。减持期间，若公司发生送股、资本公积转增股本、配股等变动事项，前述股份数量将作相应调整。
    1.伊犁苏新通过大宗交易方式减持的，不超过6645730股，减持期间自减持计划公告之日起15个交易日后的6个月内，即自2023年7月26日起至2024年1月25日止。
    2.道丰投资通过大宗交易方式减持的，不超过66270股，减持期间自减持计划公告之日起15个交易日后的6个月内，即自2023年7月26日起至2024年1月25日止。"
