证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,所属概念,沪深指数
834014.BJ,特瑞斯,3.7,10.6,8.4,-0.83,机械设备-专用设备-其他专用设备,油气设备,机械设备,机械,天然气输配装备、非标撬装天然气集成系统,国家级专精特新“小巨人”，主营燃气输配及应用设备,国家级专精特新“小巨人”，主营燃气输配设备及燃气应用设备,"专精特新,天然气",
300771.SZ,智莱科技,17.8,25.9,10.8,-0.83,计算机-计算机设备-计算机设备Ⅲ,计算机设备,计算机,科技,智能快件箱,全球智能快件箱龙头企业,国内较早研发和专业生产智能快件箱的企业,"物联网,冷链物流,人民币贬值受益,快递,智慧城市,人脸识别,换电",
003019.SZ,宸展光电,22.9,33.1,20.36,-0.83,电子-光学光电子-面板,显示面板,消费电子,科技,交互显示设备,商用智能交互显示设备行业领先企业,商用智能交互显示设备行业领先者,"人民币贬值受益,人工智能,汽车电子",
603339.SH,四方科技,48.1,48.1,15.55,-0.83,机械设备-通用设备-制冷空调设备,温控设备,机械设备,机械,罐式集装箱,国内领先的冷链设备和特种集装箱制造企业,国内领先的冷链设备和特种集装箱制造企业,"专精特新,冷链物流,预制菜",
688395.SH,正弦电气,9.8,21.6,25.09,-0.83,机械设备-自动化设备-工控设备,自动化设备,机械设备,机械,通用变频器,国内最早从事变频器研发和生产的企业之一,国内工业自动化领域有影响力的企业,"专精特新,新能源汽车,机器人,工业4.0",
603289.SH,泰瑞机器,28.3,31.8,10.75,-0.83,机械设备-专用设备-其他专用设备,精密模具,机械设备,机械,注塑机,国内主要的注塑机供应商之一,全电动及两板多物料注塑机在新能源汽车车灯领域替代欧洲日本产品,"地下管网,抗原检测,长三角一体化,高端装备,国产替代,比亚迪,新能源汽车,垃圾分类,工业4.0",上证150
002448.SZ,中原内配,33.9,42.0,7.14,-0.83,交运设备-汽车零部件-汽车零部件Ⅲ,发动机,汽车零部件,汽车,气缸套,全球最大的内燃机气缸套制造商，布局了自动驾驶业务,全球最大的内燃机气缸套制造商，入股布局了自动驾驶业务,"军工,智能汽车,农机,燃料电池,车联网,华为,机器人,工业母机,工业4.0,汽车电子,无人驾驶,比亚迪,氢能源,国六标准、国六排放、国六,MCU芯片,人民币贬值受益,中原经济区",
000510.SZ,新金路,33.8,36.2,5.95,-0.83,基础化工-化学原料-氯碱,氯碱,化学原料,化工,pvc,公司“金路”牌PVC为大商所PVC期货指定交割品牌,“金路”牌PVC为大商所PVC期货指定交割品牌，公司拟收购天兵电子切入微波毫米波芯片设计领域,"芯片设计,石墨烯油墨,石墨烯,油气运输仓储,烧碱,PVC",
300793.SZ,佳禾智能,62.7,64.4,19.02,-0.83,电子-消费电子-消费电子零部件及组装,声学电子,消费电子,科技,耳机代工,国内知名的电声产品制造商,国内领先的电声产品制造商,"智能穿戴,储能,消费电子,空间计算,元宇宙,华为,智能音箱,小米,机器人,汽车电子,血氧仪,虚拟现实,苹果,脑机接口,人民币贬值受益,无线耳机,人工智能",
300323.SZ,华灿光电,65.9,88.7,7.13,-0.83,电子-光学光电子-LED,LED,消费电子,科技,LED芯片及外延片,国内第二大LED芯片供应商，国内最大显示屏芯片供应商,国内领先的LED外延片及芯片供应商,"MicroLED,国企改革,VR设备,蓝宝石,芯片,珠海国企改革,华为,汽车电子,MiniLED,广东国企改革,虚拟现实,第三代半导体,芯片制造,氮化镓,节能照明,地方国企改革","创业300,中证1000"
301263.SZ,泰恩康,57.3,90.8,21.34,-0.84,医药生物-化学制药-化学制剂,制药,生物,生物医药,独家代理流通,拥有多个产品在中国的独家代理权,以自产医药产品和代理运营医药产品共同发展的综合性医药公司,"毛发医疗,中医药,眼科医疗,新冠治疗,抗肿瘤,医疗器械,口罩,医药电商,瑞德西韦,仿制药",
002377.SZ,国创高新,21.7,21.7,2.37,-0.84,房地产-房地产服务-房地产服务Ⅲ,房产服务,房地产,金融,改性沥青、房产中介服务,国内改性沥青行业的一流企业、提供房产中介服务,“沥青业务和房地产中介服务”双主业发展,"噪声防治,沥青,数据中心,住房租赁,小额贷款",
688655.SH,迅捷兴,11.7,22.1,16.57,-0.84,电子-半导体及元件-印制电路板,PCB,半导体,科技,PCB,PCB样板和小批量板领军企业,内资PCB百强企业，中国电子电路行业协会(CPCA)会员单位,"智能制造,粤港澳大湾区,专精特新,新能源汽车,5G,PCB,机器人,工业4.0,汽车电子",
300416.SZ,苏试试验,101.5,102.1,20.08,-0.84,社会服务-其他社会服务-专业服务,检测,社会服务,可选消费,环境可靠性试验服务,各类振动试验设备及其他力学环境试验设备行业领军企业,中国仪器仪表协会常务理事单位，致力于环境试验设备的研发和生产,"军工,特斯拉,集成电路,专精特新,芯片,寒武纪,华为,中芯国际","创业300,中证1000"
600398.SH,海澜之家,305.8,305.8,7.08,-0.84,纺织服装-服装家纺-服装,服装,纺织,可选消费,西服衬衫,服装品牌连锁经营龙头企业，国民男装品牌,服装品牌连锁经营龙头企业，国民男装品牌,"MSCI,新零售,大消费,腾讯,阿里巴巴,消费金融,证金持股,电子商务,智能物流,网络直播,三胎",中证500
301041.SZ,金百泽,19.6,34.0,31.83,-0.84,电子-半导体及元件-印制电路板,PCB,半导体,科技,印刷电路板,小批量印刷电路板领域领先企业,专注电子产品研发和硬件创新领域,"军工,柔性直流输电,职业教育,特高压,专精特新,人力资源服务,5G,PCB,毫米波雷达,信创,机器人,汽车电子",
300515.SZ,三德科技,27.6,31.4,15.27,-0.84,机械设备-仪器仪表-仪器仪表Ⅲ,仪器仪表,机械设备,机械,实验分析仪器,煤炭检测用实验分析仪器行业内技术最雄厚的企业之一,专注于分析检测、样品制备、智能化等整体解决方案领域,"物联网,物联网应用层,固废处理,专精特新,电力物联网,工业互联网",
603615.SH,茶花股份,22.7,22.7,9.38,-0.85,轻工制造-家用轻工-其他家用轻工,日用品,家居装修,建筑业,食品容器,国内产品线丰富、最具品牌影响力的家居塑料用品生产商,国内产品线最丰富、最具规模和品牌影响力的家居塑料用品生产商,"电子商务,三胎,可降解塑料",
605318.SH,法狮龙,5.5,18.1,14.05,-0.85,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,客厅吊顶,研发生产销售一体化的吊顶龙头厂商,中国建筑装饰装修材料协会常务理事会单位,"精装修,杭州亚运会,长三角一体化,智能家居,装配式建筑",
000564.SZ,ST大集,177.6,224.2,1.17,-0.85,商贸零售-零售-百货零售,百货,零售,可选消费,陕西百货,西北地区的商业龙头，陕西省规模最大的百货龙头之一,"深耕""供，销""商业模式，为城乡商品流通提供优质服务","海航系,农村电商,新零售,京东,西咸新区,无人零售,乡村振兴,抖音小店,供销社,抖音,西安自贸区,社区团购,商超百货,电子商务,一元股,陕西自贸区,百度,海南自贸区,冷链物流,跨境电商,网络直播",
002259.SZ,ST升达,26.3,26.3,3.5,-0.85,公用事业-燃气-燃气Ⅲ,燃气,石油,资源,天然气,内陆最具规模的液化天然气运营企业之一,林业产业一体化经营的企业,"天然气,胶合板,风沙治理,林场改革",
002850.SZ,科达利,206.6,308.1,130.62,-0.85,电力设备-电力设备-电池,锂电设备,储能,电力设备,锂电池精密结构件,锂电池和汽车结构件行业的领先企业,锂电池精密结构件龙头，宁德时代优选供应商，供货特斯拉等知名厂商,"特斯拉,储能,比亚迪,锂电设备,宁德时代,新能源汽车,锂电池",中证500
601089.SH,福元医药,33.5,78.2,16.3,-0.85,医药生物-化学制药-化学制剂,制药,生物,生物医药,化学制剂,心血管领域领先，复方α-酮酸片市占率国内厂商第一,国内创新型仿制药领先企业，拥有多款首仿药，复方α-酮酸片市场份额国内厂商第一,"猴痘,高血压药,辅助生殖,创新药,仿制药一致性评价,医疗器械",
600679.SH,上海凤凰,27.9,48.0,9.31,-0.85,交运设备-非汽车交运-其他交运设备,自行车,两轮车,汽车,自行车,公司自行车品牌在国内自行车产业有着广泛的影响力,上海国资委下属的老牌自行车企业，旗下品牌在全球有着广泛影响力，涉足锂电助力和中高端自行车,"国企改革,上海金改,两轮车,地方国企改革,中俄贸易,上海国企改革,金改,电子商务,医疗器械,人民币贬值受益,共享单车,跨境电商,网络直播,小额贷款,三胎",
301158.SZ,德石股份,13.5,26.2,17.44,-0.85,机械设备-专用设备-能源及重型设备,油气设备,机械设备,机械,石油钻井工具设备,公司钻具产品销售规模在国内钻具市场行业排名前三,公司钻具产品销售规模在国内钻具市场行业排名前三,"中俄贸易,天然气,油气装备,高端装备,专精特新,油气开采,俄乌冲突,一带一路",
300486.SZ,东杰智能,36.5,37.9,9.3,-0.85,机械设备-自动化设备-其他自动化设备,自动化设备,机械设备,机械,智能物流仓储系统,国内专业提供智能物流装备的企业之一,公司拥有优秀的系统集成能力及丰富的项目实施经验,"工业机器人,物联网,人工智能,工业互联网,智能制造,宁德时代,国企改革,工业4.0,机器人,统一大市场,国产软件,双十一,比亚迪,小鹏汽车,专精特新,智能物流,新能源汽车,数字孪生,地方国企改革,智慧停车",
002295.SZ,精艺股份,17.4,17.4,6.96,-0.85,有色金属-工业金属-铜,铜,有色金属,资源,铜加工,广东省知名的精密铜管企业，中国铜管材十强企业,主营业务为铜加工设备、精密铜管和铜管深加工产品领域,"金属铜,国家科技大会,家用电器",
603922.SH,金鸿顺,28.1,28.1,21.96,-0.86,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,车身底盘冲压件,汽车冲压零部件专业生产商,国模具工业协会重点骨干企业,"汽车制造,台湾,新能源汽车",
000925.SZ,众合科技,44.4,45.4,8.09,-0.86,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,轨道交通信号系统,国内轨交信号系统龙头企业,“智慧交通+泛半导体”模式，全国信号市场占有率行业前三，信号系统行业首个推出安全控制芯片国产化,"激光器,集成电路,智能交通,杭州湾大湾区,工业互联网,数据确权,东数西算（算力）,芯片,数据中心,元宇宙,华为,机器视觉,信创,时空大数据,机器人,数字水印,大数据,杭州亚运会,新基建,虚拟数字人,数字经济,磁悬浮,轨道交通,高铁,数据要素,智慧城市,智慧政务,共同富裕示范区,数字孪生,人工智能",
001260.SZ,坤泰股份,6.3,25.2,21.91,-0.86,交运设备-汽车零部件-汽车零部件Ⅲ,内饰,汽车零部件,汽车,汽车地毯、汽车脚垫,产品已进入奥迪、宝马等知名品牌零部件供应体系,簇绒地毯产品国内市占率居前,比亚迪,
832145.BJ,恒合股份,2.1,3.3,4.61,-0.86,环保-环保-环保设备,环保设备,环保,公共事业,VOCs综合治理,公司是VOCs综合治理与监测服务企业,公司在油气回收在线监测系统有较强的技术优势,,
300810.SZ,中科海讯,25.0,25.8,21.89,-0.86,国防军工-国防军工-航海装备,船舶,军工,公共事业,信号处理平台,国家特种电子信息行业声纳装备领域领先企业,公司的信号处理平台是仅有的两家军方合格供应商之一,"军工,专精特新,海工装备,芯片,机器人",
002745.SZ,木林森,88.4,136.5,9.2,-0.86,电子-光学光电子-LED,LED,消费电子,科技,LED封装、LED照明,LED封装和照明领先企业,国内LED封装主要企业之一,"储能,MicroLED,深紫外光,MiniLED,空气净化,电子商务,智能家居,人民币贬值受益,光伏,节能照明",中证500
002633.SZ,申科股份,15.4,15.5,10.31,-0.87,机械设备-通用设备-金属制品,轴承,金属制品,机械,轴承,是我国厚壁滑动轴承领域的重点企业,我国厚壁滑动轴承领域的重点企业之一，国家高新技术企业,西气东输,
002067.SZ,景兴纸业,36.2,41.0,3.43,-0.87,轻工制造-造纸-造纸Ⅲ,造纸,包装印刷,可选消费,包装用纸,全国最大的专业生产牛皮箱板纸生产企业之一,全国最大的专业生产牛皮箱板纸生产企业之一,"工业机器人,长三角一体化,箱板纸,绿色电力,机器人,松脂,以纸代塑,数字经济,托育服务,一带一路,造纸转暖,循环经济,嘉兴土改,纸浆",
300424.SZ,航新科技,32.8,32.9,13.71,-0.87,国防军工-国防军工-航空装备,飞机,军工,公共事业,机载设备维修,国内优秀的机载设备及检测设备研制维修商之一,国内领先的航空服务及装备综合保障供应商,"军工,大数据,大飞机,航空航天,虚拟现实,无人机,成飞,通用航空",
300894.SZ,火星人,33.7,98.1,23.99,-0.87,家用电器-厨卫电器-厨卫电器Ⅲ,厨卫电器,家电,可选消费,集成灶,我国厨电行业内首个获得IF设计金奖的厨电品牌,浙江制造《集成灶》标准主要起草单位之一,家用电器,"创业300,中证1000"
300795.SZ,米奥会展,35.5,62.2,41.06,-0.87,社会服务-其他社会服务-专业服务,会展,社会服务,可选消费,境外自办展(产品),海外出展业务在国内会展行业取得领先地位,打造“自主产权、自主品牌、独立运营”且布局全球的会展服务平台,"人民币贬值受益,大数据,进口博览会,电子商务",
600797.SH,XD浙大网,70.3,70.3,6.84,-0.87,计算机-计算机应用-IT服务,智慧城市,计算机,科技,智慧城市,数字化政府、基建智能化和产业数智化领域信息服务商,智慧云服务、智慧城市、智慧商务、智慧生活的解决方案提供商,"蚂蚁金服,云计算,区块链,互联网医疗,电子信息,东数西算（算力）,国产操作系统,人力资源服务,数据中心,服务外包,信创,阿里巴巴,区块链底层,国产软件,大数据,数据安全,算力租赁,基建工程,在线教育,ChatGPT,智慧城市,央企国企改革,智慧政务,共同富裕示范区,虚拟电厂,碳海绵,人工智能",中证1000
300386.SZ,飞天诚信,24.9,42.9,10.26,-0.87,计算机-计算机设备-计算机设备Ⅲ,信息安全,计算机,科技,身份认证系统,嵌入式操作系统及数字安全系统整体解决方案的提供商,智能卡操作系统及数字安全系统整体解决方案的服务商,"金融IC,区块链,柔性屏,虹膜识别,国产操作系统,芯片,区块链底层,国产软件,芯片设计,谷歌,互联网金融,移动支付,华为鲲鹏,知识产权保护,MCU芯片,指纹技术,人脸识别,网络安全,数字货币",
002927.SZ,泰永长征,30.2,30.5,13.68,-0.87,电力设备-电力设备-输变电设备,输变电,电气设备,电力设备,电源电器,低压电器行业的主要技术引领者之一,专注于我国低压电器行业的中高端市场，拥有多项核心技术,"储能,智能电网,数字经济,充电桩,比亚迪,专精特新,高压快充,数据中心",
300862.SZ,蓝盾光电,25.4,39.1,29.62,-0.87,环保-环保-环保设备,环保设备,环保,公共事业,环境监测设备,是我国仪器仪表行业内具有较强自主创新能力的企业之一,多次获得“国家科学技术进步二等奖”,"军工,环境监测,智能交通,传感器,冬奥会,华为,PM2.5,PPP,雷达,专精特新,智慧城市,碳中和,节能环保,毫米波雷达",
601177.SH,杭齿前进,45.6,45.6,11.39,-0.87,机械设备-通用设备-金属制品,齿轮,金属制品,机械,船用齿轮箱产品,船用齿轮箱龙头企业,专业生产各类齿轮传动装置的大型企业，船用齿轮箱细分领域龙头,"军工,核电,债转股(AMC),国企改革,浙江国企改革,减速器,风电,地方国企改革",
688789.SH,宏华数科,51.3,101.5,84.25,-0.87,机械设备-专用设备-纺织服装设备,纺织设备,纺织,可选消费,数码喷印设备,国内首家将数码喷印技术应用于工业化生产的企业,国内数码喷印设备龙头企业,高端装备,中证1000
002715.SZ,登云股份,20.4,20.4,14.76,-0.87,交运设备-汽车零部件-汽车零部件Ⅲ,发动机,汽车零部件,汽车,维修市场气门,国内气门行业前列，国内气门标准的主导者之一,是国内汽车发动机进排气门行业的生产企业之一,"黄金,尾气治理,比亚迪",
603816.SH,顾家家居,316.8,316.8,38.55,-0.87,轻工制造-家用轻工-家具,家具,家居装修,建筑业,皮类沙发,中国软体家具行业领军企业,全球最大的软体家居运营商之一,"电子商务,智能家居,大消费,恒大",中证500
688208.SH,道通科技,143.4,143.4,31.74,-0.87,计算机-计算机设备-计算机设备Ⅲ,汽车电子,汽车零部件,汽车,汽车综合诊断产品,全球汽车智能诊断、检测龙头企业,深圳市知名品牌，被评为广东省汽车智能诊断工程技术研究中心承担单位,"储能,无人驾驶,充电桩,专精特新,新能源汽车,人民币贬值受益,高压快充,毫米波雷达,胎压监测,汽车电子",中证500
830974.BJ,凯大催化,7.2,11.1,6.8,-0.87,基础化工-化学制品-其他化学制品,化学制品,基础化工,化工,金属催化材料,国内金属催化材料的标杆企业,汽车尾气处理领域贵金属前驱体材料的国产主要供应商,氢能源,
830832.BJ,齐鲁华信,5.7,6.3,4.53,-0.88,基础化工-非金属材料-非金属材料Ⅲ,非金属材料,基础化工,化工,分子筛,国内新型分子筛领域的领军企业,国内新型分子筛领域的领军企业,新材料,
601128.SH,常熟银行,179.5,186.1,6.79,-0.88,银行-银行-农商行,农商行,银行,金融,农商行,上市农商行龙头,在县级农商行、村镇银行中，总资产规模位居全国前列,"MSCI,村镇银行",中证500
300183.SZ,东软载波,53.1,73.3,15.84,-0.88,通信-通信设备-其他通信设备,通信网络,通信,科技,载波通信产品,国内载波通信行业的领先企业,电力线载波通信行业的领军企业,"物联网,能源互联网,国企改革,电力物联网,国产操作系统,央视财经50,芯片,华为,物联网感知层,物联网传输层,小米,边缘计算,智能电网,广东国企改革,智能家居,苹果,知识产权保护,MCU芯片,集成电路,地方国企改革","创业300,中证1000"
002890.SZ,弘宇股份,17.8,19.2,14.7,-0.88,机械设备-专用设备-农用机械,农用机械,机械设备,机械,拖拉机液压提升器,中国农业机械零部件龙头企业,国内首批获得中国农业机械工业协会零部件分会授予的行业龙头企业,"乡村振兴,专精特新,农机",
832149.BJ,利尔达,5.0,19.1,4.52,-0.88,通信-通信设备-通信终端及配件,元器件分销,消费电子,科技,IC分销,IC增值分销和物联网领域重要企业,主营集成电路增值分销、物联网模块,人工智能,
002002.SZ,鸿达兴业,70.1,70.6,2.26,-0.88,基础化工-化学原料-氯碱,氯碱,化学原料,化工,pvc,PVC产业链布局最完善的公司,生产聚氯乙烯、烧碱、纯碱等，是PVC产业链布局最完善的公司,"PPP,稀土永磁,燃料电池,土壤修复,土地流转,氢能源,消毒剂,口罩,小金属,PVC",中证1000
002635.SZ,安洁科技,54.7,90.9,13.52,-0.88,电子-消费电子-消费电子零部件及组装,电子配件,消费电子,科技,功能件,消费电子精密功能性器件领域重要企业,为消费电子、新能源汽车提供技术领先的核心配件,"特斯拉,储能,智能终端,消费电子,VR设备,射频器,燃料电池,OLED,元宇宙,智能音箱,小米,facebook,MiniLED,增强现实,无线充电,充电桩,苹果,智能穿戴,WIN升级,台湾,华为,汽车电子,谷歌,虚拟现实,氢能源,混合现实,一带一路,新能源汽车,人民币贬值受益,5G,无线耳机",中证1000
000868.SZ,安凯客车,41.3,52.9,5.63,-0.88,交运设备-汽车整车-商用载客车,客车,汽车整车,汽车,整车及底盘,国内较早研发和批量生产运营新能源客车的整车企业,国内较早研发和批量生产运营新能源客车的整车企业,"新能源整车,安徽国企改革,国企改革,汽车制造,校车,华为,燃料电池,PPP,无人驾驶,新能源汽车,融资租赁,华为汽车,地方国企改革,锂电池",
300816.SZ,艾可蓝,13.9,23.5,29.26,-0.88,交运设备-汽车零部件-汽车零部件Ⅲ,尾气处理,汽车零部件,汽车,发动机尾气后处理,尾气后处理企业，在轻卡柴油机的市占率国产第一,主营发动机尾气后处理系统的研发，设有经安徽省科技厅认定研究中心,"专精特新,节能环保,国四,国六标准、国六排放、国六",
873527.BJ,夜光明,1.7,4.0,6.73,-0.88,基础化工-化学制品-其他化学制品,化学制品,基础化工,化工,反光材料,公司是国内反光材料及制品领域知名企业,主营反光材料及其制品,,
002774.SZ,快意电梯,22.1,26.4,7.85,-0.88,机械设备-专用设备-楼宇设备,电梯,家居装修,建筑业,电梯,民族电梯品牌中境外市场开拓较为成功的企业之一,全球范围内提供电梯综合解决方案的优秀民族电梯供应商和服务商,"中俄贸易,一带一路,人工智能,电梯,粤港澳大湾区",
300102.SZ,乾照光电,61.0,61.3,6.72,-0.88,电子-光学光电子-LED,LED,消费电子,科技,LED芯片及外延片,LED芯片国内主要供应商之一,国内四元系红、黄光LED芯片产销量最大的企业之一,"MiniLED,太阳能,军工,集成电路,MicroLED,第三代半导体,砷化镓,卫星导航,光伏,芯片,氮化镓,节能照明",中证1000
002656.SZ,ST摩登,13.7,16.0,2.24,-0.88,纺织服装-服装家纺-服装,服装,纺织,可选消费,T恤,专业经营卡奴迪路(CANUDILO)品牌高级男装服饰的企业,专业经营卡奴迪路(CANUDILO)品牌高级男装服饰的企业,"新能源汽车,区块链,虚拟现实,腾讯,三胎",
002398.SZ,垒知集团,32.6,40.1,5.6,-0.88,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,混凝土外加剂,拥有福建省规模最大、技术实力最强的混凝土外加剂业务,我国海峡西岸经济区建设综合技术服务的龙头企业,"储能,新材料,光伏建筑一体化,福建基建,腾讯,建筑节能,ERP,数据安全,数字经济,无人岛开发,电子商务,医疗器械,一带一路,光伏,装配式建筑",
002197.SZ,证通电子,53.8,61.9,10.07,-0.89,计算机-计算机设备-计算机设备Ⅲ,金融科技,计算机,科技,金融电子,国内领先的金融电子支付设备厂商之一,国内最早生产金融电子支付设备的企业之一，致力于成为领先的IDC云计算和金融科技服务商,"二维码识别,金融IC,区块链,垃圾分类,芯片,换芯,乡村振兴,数据中心,数字经济,充电桩,无人银行,粤港澳大湾区,移动金融,NFT,智慧城市,网络安全,数字货币,职业教育,东数西算（算力）,腾讯,华为,信创,机器人,鸿蒙,算力租赁,抖音,数字水印,微信,金融科技,百度,移动支付,ChatGPT,智慧政务,节能照明,云计算,人工智能",
300173.SZ,福能东方,32.8,32.8,4.47,-0.89,电力设备-电力设备-电池,锂电设备,储能,电力设备,锂电池自动化生产设备,中段锂电设备领先厂商,在自动化设备领域的项目经验丰富,"环保包装,工业机器人,算力租赁,锂电池,广东国企改革,工业4.0,锂电设备,宁德时代,国企改革,新能源汽车,3D玻璃,数据中心,无线耳机,地方国企改革,机器人",
002449.SZ,国星光电,54.7,55.2,8.93,-0.89,电子-光学光电子-LED,LED,消费电子,科技,LED封装及组件,国内LED器件封装的龙头企业，技术实力领先,国内最大的LED生产制造企业之一,"MicroLED,国家科技大会,先进封装（Chiplet）,国企改革,芯片,元宇宙,华为,超清视频,汽车电子,MiniLED,血氧仪,广东国企改革,碳化硅,第三代半导体,智能家居,语音技术,氮化镓,集成电路,节能照明,地方国企改革",
600340.SH,华夏幸福,86.8,87.3,2.23,-0.89,房地产-房地产开发-产业地产,园区开发,房地产,金融,房地产开发,环京地区房地产开发龙头企业,产业新城模式的标杆运营商,"棚户区改造,MSCI,足球,京津冀一体化,特色小镇,通用航空,PPP,互联网金融,智慧城市,新型城镇化,雄安新区",中证1000
002048.SZ,宁波华翔,69.8,108.8,13.37,-0.89,交运设备-汽车零部件-汽车零部件Ⅲ,内饰,汽车零部件,汽车,内饰件,国内汽车制造商的主要零部件供应商之一,国内汽车内饰件龙头企业,"特斯拉,宁德时代,蔚来汽车,恒大,汽车电子",中证1000
300377.SZ,赢时胜,52.1,58.5,7.79,-0.89,计算机-计算机应用-软件开发,金融科技,计算机,科技,金融软件,国内领先的资产管理及资产托管软件提供商,服务于国内的金融资产管理和资产托管领域的领先企业,"区块链,web3.0,国产替代,人力资源服务,华为,信创,机器人,国产软件,大数据,金融科技,互联网金融,粤港澳大湾区,数字货币,人工智能","创业300,中证1000"
300277.SZ,海联讯,26.0,26.1,7.78,-0.89,计算机-计算机应用-IT服务,电力软件,计算机,科技,电网电力,电力信息化系统集成商之一,国内较早从事电力信息化系统集成业务的国家高新技术企业之一,"智能电网,供应链金融,国企改革,浙江国企改革,华为,地方国企改革,人工智能",
002367.SZ,康力电梯,46.7,71.0,8.89,-0.89,机械设备-专用设备-楼宇设备,电梯,家居装修,建筑业,电梯,国内最大的电梯扶梯生产基地之一,全球电梯制造商TOP10,"物联网,长三角一体化,独角兽,电梯,芯片,机器人,物联网应用层,现代服务业,服务机器人,中非合作,ChatGPT,人工智能",中证1000
301281.SZ,科源制药,6.8,28.8,26.61,-0.89,医药生物-化学制药-原料药,原料药,生物,生物医药,原料药,格列齐特、盐酸罗哌卡因原料药国产龙头,非胰岛素类降血糖药中领域的二甲双胍制剂、格列齐特制剂市占率居前,生物医药,
000157.SZ,中联重科,470.1,577.1,6.65,-0.89,机械设备-专用设备-工程机械,工程机械,工程机械,建筑业,起重机械,中国工程机械装备制造领军企业,中国工程机械装备制造领军企业,"MSCI,工业互联网,农机,宁德时代,乡村振兴,固废处理,机械装备,证金持股,高端装备,挖掘机,一带一路,节能环保,公路建设",沪深300
600084.SH,中葡股份,87.0,87.0,7.74,-0.9,食品饮料-饮料制造-其他酒类,其他酒,饮料,必需消费,葡萄酒,国内规模较大的葡萄酒生产企业之一,国内领先的集葡萄种植、加工、贸易一体的大型葡萄酒上市企业,"白酒,农业种植,乡村振兴,新疆振兴,新疆旅游",
301355.SZ,南王科技,8.2,34.5,17.69,-0.9,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,环保纸袋、食品包装,公司连续入选中国印刷包装企业100强排行榜,中国印刷包装百强企业，在环保纸袋细分领域市场规模领先,,
000546.SZ,ST金圆,47.2,51.8,6.63,-0.9,建筑材料-建筑材料-水泥,水泥,建筑材料,建筑业,固废资源化利用,主营固废危废的无害化处理与资源化利用,子公司西藏金藏圆锂业持有锂源矿业51%股权,"黄金,中朝贸易区,新材料,动力电池回收,锂矿,金属回收,医疗废物处理,盐湖提锂,垃圾分类,危废处理,固废处理,锂电原料,金属镍,节能环保,小金属",中证1000
002856.SZ,美芝股份,10.6,13.5,9.94,-0.9,建筑装饰-建筑装饰-装饰园林,建筑装饰,家居装修,建筑业,装饰施工,最具有市场综合竞争力的中国建筑装饰行业龙头之一,为中国建筑装饰行业内最具有市场综合竞争力的优秀企业之一,"垃圾分类,广东国企改革,基建工程,地方国企改革,粤港澳大湾区,国企改革",
600641.SH,万业企业,174.5,174.5,18.75,-0.9,房地产-房地产开发-住宅开发,设备,半导体,科技,上海地产,上海老牌房地产企业、收购上海凯世通半导体,认购上海半导体装备材料产业投资基金，收购上海凯世通半导体,"太阳能,集成电路,国家大基金持股,TOPCON电池,光伏,OLED,芯片",中证1000
688085.SH,三友医疗,63.0,63.0,25.36,-0.9,医药生物-医疗器械-医疗耗材,骨科,医疗服务,生物医药,骨科植入耗材,国内脊柱植入领域领先企业,医用骨科植入耗材的研产销,"专精特新,医疗器械",中证1000
601919.SH,中远海控,1271.3,1604.1,9.92,-0.9,交通运输-港口航运-航运,航运,水运,交通运输,集装箱水运,中远海控旗下集装箱码头吞吐量排名蝉联世界前列,中远海控旗下集装箱码头2020年总吞吐量排名蝉联世界第一,"滨海新区,MSCI,集装箱,国企改革,进口博览会,俄乌冲突,同花顺漂亮100,航运系,证金持股,航运,中远系,一带一路,航运港口,环渤海,央企国企改革,同花顺中特估100,地方国企改革","上证50,沪深300"
300709.SZ,精研科技,34.4,43.1,23.13,-0.9,电子-消费电子-消费电子零部件及组装,智能终端,消费电子,科技,结构件,MIM领域龙头企业之一,公司可穿戴设备用MIM产品终端客户涵盖了JAWBONE，华为等知名企业,"智能穿戴,特斯拉,液冷服务器,谷歌,消费电子,苹果,新冠检测,无线耳机,机器人",
605018.SH,长华集团,10.3,51.9,11.01,-0.9,交运设备-汽车零部件-汽车零部件Ⅲ,汽车零部件,汽车零部件,汽车,紧固件与冲焊件,致力于成为国内领先的汽车零部件供应商,多次获得优秀供应商称号,"新能源汽车,一体化压铸,长三角一体化,智能制造,共同富裕示范区",
002305.SZ,南国置业,38.1,38.2,2.2,-0.9,房地产-房地产开发-商业地产,商业地产,房地产,金融,湖北武汉地产,中国电建集团旗下，以商业地产为引导的综合性开发企业,中国电建集团旗下，以商业地产为引导的综合性物业开发企业,"物业管理,REITs,土地增值,国企改革,武汉自贸区,央企国企改革,特色小镇,租售同权,地方国企改革,雄安新区",
000023.SZ,ST深天,9.1,9.1,6.59,-0.9,建筑材料-建筑材料-水泥,水泥,建筑材料,建筑业,商品混凝土,预拌砂浆技术方面位居领先地位，深圳市老牌房地产,深圳市老牌房地产，混凝土生产公司,"物业管理,粤港澳大湾区",
