证券代码,股票名称,概念名称,概念解析
301259.SZ,艾布鲁,人工智能,"2024年半年报披露,子公司星罗智算(杭州)与中昊芯英(杭州)科技有限公司、浙江大学计算机创新技术研究院签署《战略合作协议》,三方拟在各自领域发挥优势,共同推动人工智能技术及产业发展。星罗智算(杭州)与上饶高铁经济试验区管理委员会、浙江大学计算机创新技术研究院签署《合作协议》,三方充分发挥各自优势,在人工智能产业基础建设领域、人工智能交叉行业应用领域、科研成果转化领域、人才领域共同探索建立合作伙伴关系,通过科研合作、共建创新中心、人才交流等多种方式,促进合作共赢。"
300991.SZ,创益通,新能源车,"2022年6月22日回复称公司的新能源精密结构件包括Package箱体系列、软/硬铜排系列、单体锂电池组件等,主要是应用于新能源汽车电池或电池包相关的结构件和连接器。"
300440.SZ,运达科技,储能,2023年5月12日回复称公司储能业务目前涉及城市轨道交通再生制动能量吸收超级电容型储能装置业务、智能牵引供电解决方案再生制动能量利用及储能装置业务。
603610.SH,麒盛科技,大数据,"2020年2月12日回复称公司以智能电动床为载体,建立了人体健康大数据分析平台,提供基于智能睡眠数据的服务。"
301232.SZ,飞沃科技,大飞机,"2024年4月30日回复称,公司主要参与了C919的起落架、发动机中的紧固件、零部件制造。"
300827.SZ,上能电气,一带一路,"2023年5月上能电气股份有限公司与Larsen&Toubro签署沙特700MWArRass光伏项目逆变设备供货协议。据了解,该项目是迄今为止沙特阿拉伯国家可再生能源计划(NREP)招标的最大光伏项目之一,也是上能电气持续深耕中东市场的又一重大成绩。该项目全面投运后,将为沙特阿拉伯中部地区约13.2万户家庭提供绿色电能,助力中东加速能源低碳转型和“2030愿景”实现。"
002426.SZ,胜利精密,机器视觉,"2020年4月8日回复称公司智能制造业务主要为客户提供量身定制的解决方案,包括非标自动化设备、高精密检测设备、人工视觉系统和人机交互系统等产品和服务。"
002037.SZ,保利联合,西部大开发,注册地址是贵阳市高新技术开发区新天园区。
300397.SZ,天和防务,数据中心,2023年3月27日回复称公司西高新天和防务二期--5G通讯产业园天融大数据(西安)算力中心项目规划建设三位一体的超大型IDC数据中心、算力中心和数字工厂。
300435.SZ,中泰股份,节能环保,"2019年1月31日回复称公司作为深冷技术工艺及设备提供商,工业气体回收亦是公司业务范围之一,利用公司深冷装置可对工业尾气进行回收、分离、提纯有用成分,提高资源利用效率的同时减少污染排放。"
603193.SH,润本股份,婴童,"2023年9月19日招股书显示,公司主要产品根据成分及用途,可以分为驱蚊类、个人护理类两大类别,目前已形成驱蚊产品、婴童护理产品、精油产品三大核心产品系列。"
300814.SZ,中富电路,CPO,"2023年5月24日回复称公司在光模块领域拥有4项自主研发的光模块板核心技术,其中3项都已经申请专利。"
300707.SZ,威唐工业,新能源车,"2020年12月15日回复称公司新能源汽车电池箱体业务目前经营情况正常,尚处于前期研究技术开发阶段。"
300352.SZ,北信源,ChatGPT,"2023年4月3日回复称公司会加大对智能机器人应用领域的研究工作,挖掘智能机器人包括文心一言、ChatGPT等的产业价值,即时通信产品是ChatGPT类技术天然的应用入口,也是最佳的流量变现入口,信源密信具备良好的应用生态,能充分支持智能技术的快速部署实施及应用。"
300267.SZ,尔康制药,长寿药,2020年4月29日公告显示公司全资子公司湘易康新增对烟酸原料药的生产资质。
000710.SZ,贝瑞基因,辅助生殖,"2020年半年报显示公司主要在孕前及孕中开展携带者筛查基因检测,涵盖脊髓性肌肉萎缩症(SMA)基因检测、脆性X综合症携带者筛查(FXS)、叶酸代谢能力基因检测、遗传性耳聋基因检测等,同时在辅助生殖领域开展“科孕安”胚胎植入前遗传学检测(PGT)。"
300224.SZ,正海磁材,新能源车,"子公司上海大郡以新能源汽车电机为主业,目前具有10万套/年灵活生产各类新能源汽车电机驱动系统的制造能力。"
300430.SZ,诚益通,养老,"2021年3月23日回复称养老康复业务是龙之杰着力发展的重点业务之一,目前龙之杰已有24个系列产品可以应用至养老康复领域,比如电动移位机(又称:天轨转移系统,可以帮助患者在无跌倒风险的情况下进行站立训练、步行训练、体位转移训练等,加速恢复患者各系统功能)、上下肢主被动康复训练器等产品。"
300187.SZ,永清环保,医废处理,"2020年3月12日,公司董秘回应称公司收购了湖南省昌明环保投资有限公司(以下简称“昌明环保”) 51%股权。昌明环保是一家专业的环保投资平台,已开展医废处置业务的实际投资。昌明环保持有株洲市医疗废物集中处置有限公司46%股权,为其第一大股东。"
600386.SH,北巴传媒,充电桩,"2020年半年报显示公司控股子公司隆瑞三优公司作为北巴传媒新能源充电服务平台,主要负责新能源车辆充电服务设施的建设和运营工作。"
600757.SH,长江传媒,知识产权,"长江传媒在互动平台上表示,华中国家版权交易中心有限公司是公司参股公司,公司持股比例为25%。"
601990.SH,南京证券,券商,公司及子公司从事的主要业务包括证券经纪、自营、投资银行、资产管理、期货经纪、私募基金管理及另类投资等业务。
300422.SZ,博世科,垃圾分类,"公司积极研发生活垃圾低温热解系统成套技术,结合不同有机垃圾组分及其特点,自主研发出一体化干式好氧发酵系统,构建城乡智能环卫一体化服务体系,成功探索出城乡地区经营性清扫和垃圾收集、运输、处理和处置的综合服务模式,相关产品有智能垃圾分类系统及末端厨余处理设备。"
002533.SZ,金杯电工,冷链物流,"公司云冷智慧冷链物流综合服务中心项目建设进展顺利,相继完成1#、2#、3#主体封顶,进入设备安装阶段,""云冷一号""冷链项目被湖南省发改委列为省重点建设项目;持续推进招商工作,累计接待客户2058批,公司冷链品牌的区域和行业影响力不断扩大,为项目正式运营奠定了坚实基础。"
603296.SH,华勤技术,英伟达,"2023年8月15日回复称,公司2015年开始布局笔电和PC市场,2017年布局数据业务服务器市场,在这两个领域逐步建立起了和英特尔、AMD、英伟达等上游合作伙伴的密切协作关系;英伟达是华勤笔电业务、服务器业务、Gaming业务的重要合作伙伴,双方建立了密切的合作关系并且有多款产品上市发货。"
300389.SZ,艾比森,华为,2020年6月10日回复称公司与华为有关于艾比森LED显示屏的合作。
301010.SZ,晶雪节能,冷链物流,"2021年5月28日招股书显示公司所属冷库围护系统节能隔热保温材料行业,是聚氨酯原料生产行业主要的下游应用领域之一,冷库围护系统节能隔热保温材料也是冷链物流行业中冷库主体构件,在冷链物流产业链中占据重要位置。"
000790.SZ,华神科技,病毒防治,2020年半年报显示公司依然是一家以现代中药为依托、以生物制药为特色的健康医药产业集团。
300908.SZ,仲景食品,新零售,"2020年11月27日回复称公司目前在一些区域合作的社区团购平台有食享会、十荟团、叮咚买菜等,将借助新零售业态的崛起,不断创新经营模式,让消费者通过更多的新零售渠道选购公司产品。"
603969.SH,银龙股份,核能核电," 2016年8月29日晚间公告,公司于近日获得中国核工业集团公司(简称“中核集团”)委托兴原认证中心有限公司评审后颁发的《中核集团合格供应商证书》。根据中核集团合格供应商评价的有关规定,经过评审,公司具有向中核集团总部及下属单位提供预应力混凝土用钢绞线(或预应力混凝土用高强度钢绞线)的制造的资格,发证日期为2016年8月22日,有效期最长为三年,可至2019年8月21日。银龙股份表示,该合格供应商证书的取得,标志着公司相关产品(服务)已满足核工业领域的相关要求,对未来公司业务延伸至核电领域具有积极的作用。"
300386.SZ,飞天诚信,生物识别," 移动支付安全与生物识别技术将是未来的安全支付的两大核心,公司在这两个领域均有布局。移动支付安全领域,公司拥有OTP动态令牌,适用于各种手机、平板电脑等移动终端;生物识别技术领域,公司有第三代USB Key—BioPass3000,是专为安全性要求较高的应用领域设计的含指纹识别功能的USB Key,采用32位核心的高性能、大容量IC卡芯片,硬件实现数字签名,私钥永不出Key,内置指纹识别功能。"
300374.SZ,中铁装配,装配建筑,"2019年年报显示公司作为国内大型装配式部品部件供应商和集成商,专注于装配式建筑部品部件的研发、生产、销售及集成服务。"
300577.SZ,开润股份,小米,"与小米成立合资公司上海润米、上海硕米,成为小米生态链公司,打造箱包消费品牌“90分”"
300739.SZ,明阳电路,国产芯片,"2021年8月3日回复称公司主营业务为印制电路板(PCB)的研发、生产和销售。公司逐步形成高频高速板、背板、光模块、载板、软硬结合板、厚铜板、半导体测试板等产品布局,同时公司也在积极关注IC载板等领域。"
603300.SH,海南华铁,数字经济,"2021年年报显示公司推动了和蚂蚁链的合作,通过将物联网技术和区块链技术相结合,借助区块链的不可篡改性和可追溯性建立可信设备追踪信任体系,引入各类资金方,加速轻资产落地。"
300219.SZ,鸿利智汇,植物照明,"2021年7月8日回复称公司为客户提供的植物光照LED系列产品采用了特殊涂覆工艺处理,其抗硫化性能更加优异,凭借高功率、高可靠性等优势,取得Q90报告,助力客户取得符合植物灯具标准V2.0的认证要求。"
300828.SZ,锐新科技,充电桩,"2023年5月22日回复称公司的产品主要为功能性和结构性部品及部件,具有多品种、多规格的特点,目前应用在充电桩的产品为结构性部品。"
603567.SH,珍宝岛,独家药品,"2020年12月15日回复称HZB0071系哈珍宝与药明康德共同研究开发的1类创新药物,由哈珍宝拥有自主知识产权。HZB0071为AKT激酶抑制剂,同靶点药物显示其可延长三阴性乳腺癌患者无进展生存时间,与目前标准疗法相比具有明显优势。"
