证券代码,证券名称,公司名称,注册地,一级行业,二级行业,三级行业,交易所英文简称,exg
RHE_A,Regional Health Properties Inc Series A Pfd,"Regional Health Properties, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),医疗保健房地产投资信托,AMEX,A
RHI,罗致恒富,罗致恒富国际公司,United States 美国,工业,商业服务,人力资源与就业服务,NYSE,N
RHP,Ryman Hospitality Properties Inc,"Ryman Hospitality Properties, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
RIBT,RiceBran Technologies,RiceBran Technologies,United States 美国,日常消费品,食品饮料,包装食品与肉类,NASDAQ,O
RICK,RCI Hospitality Holdings Inc,"RCI Hospitality Holdings, Inc.",United States 美国,可选消费,酒店餐饮,消闲设施,NASDAQ,O
RIDE,Lordstown Motors Corp-A,Lordstown Motors Corp.,United States 美国,可选消费,汽车,汽车制造商,NASDAQ,O
RIG,越洋钻探,越洋钻探有限责任公司,Switzerland 瑞士,能源,油服工程,石油与天然气钻井,NYSE,N
RIGL,Rigel Pharmaceuticals Inc,"Rigel Pharmaceuticals, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RILY,B. Riley Financial Inc,"B. Riley Financial, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RILYL,B. Riley Financial Inc Series B Pfd,"B. Riley Financial, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RILYP,B. Riley Financial Inc Series A Pfd,"B. Riley Financial, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RIO,力拓(US),力拓股份有限公司,United Kingdom 英国,原材料,金属与采矿,多种金属与采矿,NYSE,N
RIOT,Riot Platforms Inc,"Riot Platforms, Inc.",United States 美国,金融,银行,综合性银行,NASDAQ,O
RITM,Rithm Capital Corp,Rithm Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RITM_A,Rithm Capital Corp Series A Pfd,Rithm Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RITM_B,Rithm Capital Corp Series B Pfd,Rithm Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RITM_C,Rithm Capital Corp Series C Pfd,Rithm Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RITM_D,Rithm Capital Corp Series D Pfd,Rithm Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RIVN,Rivian Automotive Inc-A,"Rivian Automotive, Inc.",United States 美国,可选消费,汽车,汽车制造商,NASDAQ,O
RJAC,Jackson Acquisition Co-A,Jackson Acquisition Company,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
RJAC_U,Jackson Acquisition Co Unit Cons of 1 CL A + 1/2 Wts,Jackson Acquisition Company,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
RJF,瑞杰金融,瑞杰金融公司,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
RJF_B,瑞杰金融(优先股),瑞杰金融公司,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
RKDA,阿凯迪亚生物科学,阿凯迪亚生物科学公司,United States 美国,日常消费品,食品饮料,农产品,NASDAQ,O
RKLB,Rocket Lab USA Inc-A,"Rocket Lab USA, Inc.",Cayman Islands 开曼群岛（英属）,工业,资本品,航天航空与国防,NASDAQ,O
RKT,Rocket Companies Inc-A,"Rocket Companies, Inc.",United States 美国,金融,银行,互助储蓄与抵押信贷金融服务,NYSE,N
RL,拉夫劳伦,拉夫·劳伦公司,United States 美国,可选消费,纺织服装,服装、服饰与奢侈品,NYSE,N
RLAY,Relay Therapeutics Inc,"Relay Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RLGT,Radiant Logistics Inc,"Radiant Logistics, Inc.",United States 美国,工业,运输,航空货运与物流,AMEX,A
RLI,RLI保险,RLI Corp.,United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
RLJ,RLJ住房信托,RLJ住房信托,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
RLJ_A,RLJ Lodging Trust Series A Pfd,RLJ住房信托,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
RLMD,Relmada Therapeutics Inc,"Relmada Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
RLX,雾芯科技,雾芯科技有限公司,Cayman Islands 开曼群岛（英属）,日常消费品,食品饮料,烟草,NYSE,N
RLYB,Rallybio Corp,Rallybio Corporation,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RM,Regional Management Corp,Regional Management Corp.,United States 美国,金融,综合金融,消费信贷,NYSE,N
RMAX,RE/MAX Holdings Inc-A,"RE/MAX Holdings, Inc.",United States 美国,房地产,房地产管理和开发,房地产服务,NYSE,N
RMBI,Richmond Mutual Bancorporation Inc,"Richmond Mutual Bancorporation, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
RMBL,RumbleOn Inc-B,"RumbleOn, Inc.",United States 美国,可选消费,零售业,汽车零售,NASDAQ,O
RMBS,Rambus Inc,Rambus Inc.,United States 美国,科技,半导体,半导体产品,NASDAQ,O
RMCF,洛矶山巧克力工厂,洛矶山巧克力工厂公司,United States 美国,日常消费品,食品饮料,包装食品与肉类,NASDAQ,O
RMD,瑞思迈,瑞思迈公司,United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NYSE,N
RMED,Ra Medical Systems Inc,"Ra Medical Systems, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,AMEX,A
RMGC,RMG Acquisition Corp III-A,RMG Acquisition Corp. III,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RMGCU,RMG Acquisition Corp III Unit Cons of 1 CL A + 1/5 Wts,RMG Acquisition Corp. III,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RMNI,Rimini Street Inc,"Rimini Street, Inc.",Cayman Islands 开曼群岛（英属）,科技,软件,系统软件,NASDAQ,O
RMPL_,RiverNorth Capital and Income Fund Inc Series A Pfd,"RiverNorth Capital and Income Fund, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
RMR,The RMR Group Inc-A,The RMR Group Inc.,United States 美国,房地产,房地产管理和开发,多样化房地产活动,NASDAQ,O
RMTI,Rockwell Medical Inc,"Rockwell Medical, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
RNA,Avidity Biosciences Inc,"Avidity Biosciences, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RNAZ,TransCode Therapeutics Inc,"TransCode Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RNG,RingCentral Inc-A,"RingCentral, Inc.",United States 美国,科技,电信业务,无线电信业务,NYSE,N
RNGR,Ranger Energy Services Inc-A,"Ranger Energy Services, Inc.",United States 美国,能源,油服工程,石油与天然气钻井,NYSE,N
RNLX,Renalytix plc ADR,Renalytix plc,United Kingdom 英国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
RNR,RenaissanceRe Holdings Ltd,RenaissanceRe Holdings Ltd.,Bermuda 百慕大,金融,保险,再保险,NYSE,N
RNR_F,RenaissanceRe Holdings Ltd Series F Pfd,RenaissanceRe Holdings Ltd.,Bermuda 百慕大,金融,保险,再保险,NYSE,N
RNR_G,RenaissanceRe Holdings Ltd Series G Pfd,RenaissanceRe Holdings Ltd.,Bermuda 百慕大,金融,保险,再保险,NYSE,N
RNST,Renasant Corp,Renasant Corporation,United States 美国,金融,银行,区域性银行,NASDAQ,O
RNW,ReNew Energy Global plc-A,ReNew Energy Global plc,United Kingdom 英国,公用事业,电力,独立电力生产商与能源贸易商,NASDAQ,O
RNXT,RenovoRx Inc,"RenovoRx, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
ROAD,Construction Partners Inc-A,"Construction Partners, Inc.",United States 美国,工业,资本品,建筑与工程,NASDAQ,O
ROC,ROC Energy Acquisition Corp,ROC Energy Acquisition Corp.,United States 美国,能源,油服工程,石油天然气设备与服务,NASDAQ,O
ROCAU,ROC Energy Acquisition Corp Unit Cons of 1 Sh + 1 Rt,ROC Energy Acquisition Corp.,United States 美国,能源,油服工程,石油天然气设备与服务,NASDAQ,O
ROCC,Ranger Oil Corp-A,Ranger Oil Corporation,United States 美国,能源,石油,石油与天然气的勘探与生产,NASDAQ,O
ROCK,Gibraltar Industries Inc,"Gibraltar Industries, Inc.",United States 美国,工业,资本品,建筑产品,NASDAQ,O
ROCL,Roth CH Acquisition V Co,Roth CH Acquisition V Co.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ROCLU,Roth CH Acquisition V Co Unit Cons of 1 Sh + 1/2 Wts,Roth CH Acquisition V Co.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ROG,罗杰斯,罗杰斯公司,United States 美国,科技,计算机设备,电子元件,NYSE,N
ROIC,Retail Opportunity Investments Corp,Retail Opportunity Investments Corp.,United States 美国,房地产,股权房地产投资信托 (REITs),零售业房地产投资信托,NASDAQ,O
ROIV,Roivant Sciences Ltd,Roivant Sciences Ltd.,Bermuda 百慕大,医疗保健,生物医药,生物科技,NASDAQ,O
ROK,罗克韦尔自动化,罗克韦尔自动化公司,United States 美国,工业,资本品,电气部件与设备,NYSE,N
ROKU,Roku Inc-A,"Roku, Inc.",United States 美国,科技,媒体娱乐,有线和卫星电视,NASDAQ,O
ROL,Rollins Inc,"Rollins, Inc.",United States 美国,工业,商业服务,环境与设施服务,NYSE,N
RONI,Rice Acquisition Corp II-A,Rice Acquisition Corp. II,Cayman Islands 开曼群岛（英属）,工业,资本品,电气部件与设备,NYSE,N
RONI_U,Rice Acquisition Corp II Unit Cons of 1 CL A + 1/4 Wts,Rice Acquisition Corp. II,Cayman Islands 开曼群岛（英属）,工业,资本品,电气部件与设备,NYSE,N
ROOT,Root Inc-A,"Root, Inc.",United States 美国,金融,保险,保险经纪商,NASDAQ,O
ROP,儒博实业,儒博技术公司,United States 美国,工业,资本品,工业集团企业,NYSE,N
ROSE,Rose Hill Acquisition Corp-A,Rose Hill Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ROSEU,Rose Hill Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,Rose Hill Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
ROSS,Ross Acquisition Corp II-A,Ross Acquisition Corp II,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
ROSS_U,Ross Acquisition Corp II Unit Cons of 1 CL A + 1/3 Wts,Ross Acquisition Corp II,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
ROST,罗斯百货,罗斯百货公司,United States 美国,可选消费,零售业,服装零售,NASDAQ,O
ROVR,Rover Group Inc-A,"Rover Group, Inc.",United States 美国,可选消费,社会服务,特殊消费者服务,NASDAQ,O
RPAY,Repay Holdings Corp-A,Repay Holdings Corporation,Cayman Islands 开曼群岛（英属）,科技,软件,应用软件,NASDAQ,O
RPD,Rapid7 Inc,"Rapid7, Inc.",United States 美国,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
RPHM,Reneo Pharmaceuticals Inc,"Reneo Pharmaceuticals, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RPID,Rapid Micro Biosystems Inc-A,"Rapid Micro Biosystems, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
RPM,RPM International Inc,RPM International Inc.,United States 美国,原材料,化学制品,特种化学制品,NYSE,N
RPRX,Royalty Pharma plc-A,Royalty Pharma plc,United Kingdom 英国,医疗保健,生物医药,制药,NASDAQ,O
RPT,RPT Realty,RPT Realty,United States 美国,房地产,股权房地产投资信托 (REITs),零售业房地产投资信托,NYSE,N
RPT_D,RPT Realty Series D Pfd,RPT Realty,United States 美国,房地产,股权房地产投资信托 (REITs),零售业房地产投资信托,NYSE,N
RPTX,Repare Therapeutics Inc,Repare Therapeutics Inc.,Canada 加拿大,医疗保健,生物医药,生物科技,NASDAQ,O
RRAC,Rigel Resource Acquisition Corp-A,Rigel Resource Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
RRAC_U,Rigel Resource Acquisition Corp II Unit Cons of 1 CL A + 1/2,Rigel Resource Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
RRBI,Red River Bancshares Inc,"Red River Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
RRC,山脉资源,山脉资源公司,United States 美国,能源,石油,石油与天然气的勘探与生产,NYSE,N
RRGB,红罗宾汉堡连琐店,红罗宾汉堡连琐店,United States 美国,可选消费,酒店餐饮,餐馆,NASDAQ,O
RRR,Red Rock Resorts Inc-A,"Red Rock Resorts, Inc.",United States 美国,可选消费,酒店餐饮,赌场与赌博,NASDAQ,O
RRX,Regal Rexnord Corp,Regal Rexnord Corporation,United States 美国,工业,资本品,电气部件与设备,NYSE,N
RS,Reliance Steel & Aluminum Co,Reliance Steel & Aluminum Co.,United States 美国,原材料,金属与采矿,钢铁,NYSE,N
RSG,共和废品处理,共和废品处理公司,United States 美国,工业,商业服务,环境与设施服务,NYSE,N
RSI,Rush Street Interactive Inc-A,"Rush Street Interactive, Inc.",United States 美国,可选消费,酒店餐饮,赌场与赌博,NYSE,N
RSKD,Riskified Ltd-A,Riskified Ltd.,Israel 以色列,科技,软件,应用软件,NYSE,N
RSLS,ReShape Lifesciences Inc,ReShape Lifesciences Inc.,United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
RSSS,Research Solutions Inc,"Research Solutions, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
RSVR,Reservoir Media Inc,"Reservoir Media, Inc.",United States 美国,科技,媒体娱乐,互动媒体与服务,NASDAQ,O
RTC,百家云,百家云集团有限公司,Cayman Islands 开曼群岛（英属）,科技,软件,应用软件,NASDAQ,O
RTL,The Necessity Retail REIT Inc-A,"The Necessity Retail REIT, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NASDAQ,O
RTLPO,The Necessity Retail REIT Inc Series C Pfd,"The Necessity Retail REIT, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NASDAQ,O
RTLPP,The Necessity Retail REIT Inc Series A Pfd,"The Necessity Retail REIT, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NASDAQ,O
RTO,能多洁,能多洁股份有限公司,United Kingdom 英国,工业,商业服务,综合支持服务,NYSE,N
RTX,雷神技术,雷神技术公司,United States 美国,工业,资本品,航天航空与国防,NYSE,N
RUM,Rumble Inc-A,Rumble Inc.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RUN,Sunrun Inc,Sunrun Inc.,United States 美国,工业,资本品,电气部件与设备,NASDAQ,O
RUSHA,Rush Enterprises Inc-A,"Rush Enterprises, Inc.",United States 美国,工业,资本品,贸易公司与经销商,NASDAQ,O
RUSHB,Rush Enterprises Inc-B,"Rush Enterprises, Inc.",United States 美国,工业,资本品,贸易公司与经销商,NASDAQ,O
RUTH,鲁斯集团,鲁斯集团,United States 美国,可选消费,酒店餐饮,餐馆,NASDAQ,O
RVLP,RVL Pharmaceuticals plc,RVL Pharmaceuticals plc,Ireland 爱尔兰共和国,医疗保健,生物医药,制药,NASDAQ,O
RVLV,Revolve Group Inc-A,"Revolve Group, Inc.",United States 美国,科技,电商,互联网与直销零售,NYSE,N
RVMD,Revolution Medicines Inc,"Revolution Medicines, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RVNC,Revance Therapeutics Inc,"Revance Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
RVP,Retractable Technologies Inc,"Retractable Technologies, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健用品,AMEX,A
RVPH,Reviva Pharmaceuticals Holdings Inc,"Reviva Pharmaceuticals Holdings, Inc.",The British Virgin Islands 英属维尔京群岛,医疗保健,生物医药,制药,NASDAQ,O
RVSB,Riverview Bancorp Inc,"Riverview Bancorp, Inc.",United States 美国,金融,银行,互助储蓄与抵押信贷金融服务,NASDAQ,O
RVSN,Rail Vision Ltd,Rail Vision Ltd.,Israel 以色列,工业,资本品,建筑机械与重型卡车,NASDAQ,O
RVTY,Revvity Inc,"Revvity, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NYSE,N
RVYL,Ryvyl Inc,Ryvyl Inc.,United States 美国,金融,综合金融,其它综合性金融服务,NASDAQ,O
RWAY,Runway Growth Finance Corp,Runway Growth Finance Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RWLK,ReWalk Robotics Ltd,ReWalk Robotics Ltd.,Israel 以色列,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
RWOD,Redwoods Acquisition Corp,Redwoods Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RWODU,Redwoods Acquisition Corp Unit Cons of 1 Sh + 1 Wt + 1 Rt,Redwoods Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
RWT,Redwood Trust Inc,"Redwood Trust, Inc.",United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RWT_A,Redwood Trust Inc Series A Pfd,"Redwood Trust, Inc.",United States 美国,金融,综合金融,抵押房地产投资信托,NYSE,N
RXDX,Prometheus Biosciences Inc,"Prometheus Biosciences, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
RXO,RXO Inc,"RXO, Inc.",United States 美国,工业,运输,陆运,NYSE,N
RXRX,Recursion Pharmaceuticals Inc-A,"Recursion Pharmaceuticals, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
RXST,RxSight Inc,"RxSight, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
RXT,Rackspace Technology Inc,"Rackspace Technology, Inc.",United States 美国,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
RY,加拿大皇家银行,加拿大皇家银行,Canada 加拿大,金融,银行,综合性银行,NYSE,N
RY_T,Royal Bank of Canada Series C-2 Pfd,加拿大皇家银行,Canada 加拿大,金融,银行,综合性银行,NYSE,N
RYAAY,瑞安航空(US ADR),瑞安航空控股有限公司,Ireland 爱尔兰共和国,工业,运输,航空公司,NASDAQ,O
RYAM,Rayonier Advanced Materials Inc,Rayonier Advanced Materials Inc.,United States 美国,原材料,化学制品,特种化学制品,NYSE,N
RYAN,Ryan Specialty Holdings Inc-A,"Ryan Specialty Holdings, Inc.",United States 美国,金融,保险,保险经纪商,NYSE,N
RYI,Ryerson Holding Corp,Ryerson Holding Corporation,United States 美国,原材料,金属与采矿,钢铁,NYSE,N
RYN,雷欧尼尔,雷欧尼尔公司,United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NYSE,N
RYTM,Rhythm Pharmaceuticals Inc,"Rhythm Pharmaceuticals, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
RZLT,Rezolute Inc,"Rezolute, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
S,SentinelOne Inc-A,"SentinelOne, Inc.",United States 美国,科技,软件,应用软件,NYSE,N
SA,Seabridge Gold Inc,Seabridge Gold Inc.,Canada 加拿大,原材料,金属与采矿,黄金,NYSE,N
SABR,Sabre Corp,Sabre Corporation,United States 美国,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
SABRP,Sabre Corp Series A Pfd,Sabre Corporation,United States 美国,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
SABS,SAB Biotherapeutics Inc,"SAB Biotherapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SACH,Sachem Capital Corp,Sachem Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,AMEX,A
SACH_A,Sachem Capital Corp Pfd,Sachem Capital Corp.,United States 美国,金融,综合金融,抵押房地产投资信托,AMEX,A
SAFE,Safehold Inc,Safehold Inc.,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
SAFT,Safety Insurance Group Inc,"Safety Insurance Group, Inc.",United States 美国,金融,保险,财产与意外伤害保险,NASDAQ,O
SAGA,Sagaliam Acquisition Corp-A,Sagaliam Acquisition Corporation,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SAGAU,Sagaliam Acquisition Corp Unit Cons of 1 CL A + 1 Rt,Sagaliam Acquisition Corporation,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SAGE,Sage Therapeutics Inc,"Sage Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SAH,索尼克汽车,索尼克汽车公司,United States 美国,可选消费,零售业,汽车零售,NYSE,N
SAI,SAI TECH Global Corp-A,SAI.TECH Global Corporation,Singapore 新加坡,金融,综合金融,综合性资本市场,NASDAQ,O
SAIA,Saia Inc,"Saia, Inc.",United States 美国,工业,运输,陆运,NASDAQ,O
SAIC,Science Applications International Corp,Science Applications International Corporation,United States 美国,科技,信息技术服务,信息科技咨询与其它服务,NYSE,N
SAL,Salisbury Bancorp Inc,"Salisbury Bancorp, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
SALM,Salem Media Group Inc-A,"Salem Media Group, Inc.",United States 美国,科技,媒体娱乐,广播,NASDAQ,O
SAM,波士顿啤酒,波士顿啤酒公司,United States 美国,日常消费品,食品饮料,啤酒酿造商,NYSE,N
SAMA,Schultze Special Purpose Acquisition Corp II-A,Schultze Special Purpose Acquisition Corp. II,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SAMAU,Schultze Special Purpose Acquisition Corp II Unit Cons of 1 ,Schultze Special Purpose Acquisition Corp. II,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SAMG,Silvercrest Asset Management Group Inc-A,Silvercrest Asset Management Group Inc.,United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
SAN,桑坦德银行(US),桑坦德银行股份公司,Spain 西班牙,金融,银行,综合性银行,NYSE,N
SANA,Sana Biotechnology Inc,"Sana Biotechnology, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SAND,沙尘暴黄金,沙尘暴黄金有限公司,Canada 加拿大,原材料,金属与采矿,黄金,NYSE,N
SANG,Sangoma Technologies Corp,Sangoma Technologies Corp.,Canada 加拿大,科技,计算机设备,通信设备,NASDAQ,O
SANM,新美亚电子,新美亚电子公司,United States 美国,科技,计算机设备,电子制造服务,NASDAQ,O
SANW,S&W Seed Co,S&W Seed Company,United States 美国,日常消费品,食品饮料,农产品,NASDAQ,O
SAP,思爱普,思爱普股份公司,Germany 德国,科技,软件,应用软件,NYSE,N
SAR,Saratoga Investment Corp,Saratoga Investment Corp.,United States 美国,金融,综合金融,资产管理与托管银行,NYSE,N
SASI,Sigma Additive Solutions Inc,"Sigma Additive Solutions, Inc.",United States 美国,工业,资本品,航天航空与国防,NASDAQ,O
SASR,Sandy Spring Bancorp Inc,"Sandy Spring Bancorp, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
SATL,Satellogic Inc-A,Satellogic Inc.,Uruguay 乌拉圭,科技,计算机设备,通信设备,NASDAQ,O
SATS,回声星通信,回声星通信公司,United States 美国,科技,计算机设备,通信设备,NASDAQ,O
SATX,SatixFy Communications Ltd,SatixFy Communications Ltd.,Israel 以色列,科技,计算机设备,电子设备和仪器,AMEX,A
SAVA,疼痛治疗,"Cassava Sciences, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
SAVE,Spirit Airlines Inc,"Spirit Airlines, Inc.",United States 美国,工业,运输,航空公司,NYSE,N
SB,Safe Bulkers Inc,"Safe Bulkers, Inc.",Marshall Islands 马绍尔群岛,工业,运输,海运,NYSE,N
SB_C,Safe Bulkers Inc Series C Pfd,"Safe Bulkers, Inc.",Marshall Islands 马绍尔群岛,工业,运输,海运,NYSE,N
SB_D,Safe Bulkers Inc Series D Pfd,"Safe Bulkers, Inc.",Marshall Islands 马绍尔群岛,工业,运输,海运,NYSE,N
SBAC,SBA通信-A,SBA通信,United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NASDAQ,O
SBCF,Seacoast Banking Corp of Florida,Seacoast Banking Corporation of Florida,United States 美国,金融,银行,区域性银行,NASDAQ,O
SBET,SharpLink Gaming Ltd,SharpLink Gaming Ltd.,Israel 以色列,可选消费,酒店餐饮,赌场与赌博,NASDAQ,O
SBEV,Splash Beverage Group Inc,Splash Beverage Group Inc.,United States 美国,日常消费品,食品饮料,软饮料,AMEX,A
SBFG,SB Financial Group Inc,"SB Financial Group, Inc.",United States 美国,金融,银行,综合性银行,NASDAQ,O
SBFM,Sunshine Biopharma Inc,"Sunshine Biopharma, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SBGI,辛克莱广播,辛克莱广播集团有限公司,United States 美国,科技,媒体娱乐,广播,NASDAQ,O
SBH,莎莉美容,莎莉美容控股公司,United States 美国,可选消费,零售业,专卖店,NYSE,N
SBIG,SpringBig Holdings Inc,"SpringBig Holdings, Inc.",United States 美国,科技,软件,应用软件,NASDAQ,O
SBLK,Star Bulk Carriers Corp,Star Bulk Carriers Corp.,Marshall Islands 马绍尔群岛,工业,运输,海运,NASDAQ,O
SBOW,SilverBow Resources Inc,"SilverBow Resources, Inc.",United States 美国,能源,石油,石油与天然气的勘探与生产,NYSE,N
SBR,Sabine Royalty Trust,Sabine Royalty Trust,United States 美国,能源,石油,石油与天然气的勘探与生产,NYSE,N
SBRA,Sabra Health Care REIT Inc,"Sabra Health Care REIT, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NASDAQ,O
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo–SABESP,Companhia de Saneamento Basico do Estado de Sao Paulo,Brazil 巴西,公用事业,水,水公用事业,NYSE,N
SBSI,Southside Bancshares Inc,"Southside Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
SBSW,Sibanye Stillwater Ltd ADR,Sibanye Stillwater Limited,South Africa 南非,原材料,金属与采矿,多种金属与采矿,NYSE,N
SBT,Sterling Bancorp Inc,"Sterling Bancorp, Inc.",United States 美国,金融,银行,综合性银行,NASDAQ,O
SBUX,星巴克,星巴克公司,United States 美国,可选消费,酒店餐饮,餐馆,NASDAQ,O
SBXC,SilverBox Corp III-A,SilverBox Corp III,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SBXC_U,SilverBox Corp III Unit Cons of 1 CL A + 1/3 Wts,SilverBox Corp III,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SCAQ,Stratim Cloud Acquisition Corp-A,Stratim Cloud Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SCAQU,Stratim Cloud Acquisition Corp Unit Cons of 1 CL A + 1/3 Wts,Stratim Cloud Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SCCO,南方铜业,南方铜业公司,United States 美国,原材料,金属与采矿,多种金属与采矿,NYSE,N
SCE_G,SCE Trust II Pfd,SCE Trust II,United States 美国,金融,综合金融,其它综合性金融服务,NYSE,N
