股票代码,股票简称,最新价,最新涨跌幅,所属概念,公司亮点,所属同花顺行业,所属指数类,所属概念数量,a股市值(不含限售股)[20230920],最新dde大单净额,总股本[20230920],市盈率(pe)[20230920],market_code,code
300499.SZ,高澜股份,12.67,-3.060,新能源;风电;新能源汽车;军工;宁德时代概念;锂电池;专精特新;储能;柔性直流输电;数据中心;充电桩;比亚迪概念;汽车热管理;融资融券;转融券标的;人造太阳;特高压;液冷服务器,致力于为全球客户提供专业的节能产品和整体解决方案,机械设备-专用设备-其他专用设备,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业创新;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;电气指数,18,3454201500.000,-24563130.800,308620124.00,-875.370,33,300499
300774.SZ,倍杰特,11.08,-3.062,PPP概念;污水处理;融资融券;盐湖提锂;转融券标的;深股通,国内专业化程度较高的环保高新技术企业之一,环保-环保-水务及水治理,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;公共指数;创业基础;创业板综;同花顺全A;新指数;深证A指;深证综指,6,1370021000.000,-1912597.000,408763660.00,20.494,33,300774
301153.SZ,中科江南,57.55,-3.066,移动支付;智慧政务;转融券标的;融资融券;区块链;华为概念;大数据;数字货币;数字乡村;电子发票;电子身份证;智慧城市;蚂蚁金服概念;金融科技;地方国企改革;国企改革;信创;深股通;送转填权;广东国企改革;半年报预增;高送转预期,国内少数几家全国性的财政信息化建设服务商，是人民银行、财政部国库资金电子支付标准的主要参与者,计算机-计算机应用-软件开发,IT指数;中小创新;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业300;创业创新;创业板综;创质量;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,22,6582077500.000,-5269067.200,194400000.00,52.902,33,301153
002368.SZ,太极股份,29.68,-3.070,大数据反恐;网约车;阿里巴巴概念;电子信息;智能终端;融资融券;深股通;转融券标的;智慧城市;云计算;大数据;态势感知;工业互联网;MSCI概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;数字中国;华为概念;网络安全;智慧政务;国资云;华为鲲鹏;国产操作系统;数据中心;数字经济;雄安新区;数据存储;信创;数字乡村;地方国企改革;央企国企改革;国企改革;数据要素;中国电科系,云计算和大数据服务商，具备业内最为齐全的高级别资质,计算机-计算机应用-IT服务,IT指数;SME创新;中创400;中创500;中小300;中小基础;中小综指;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;区块链50;同花顺全A;新指数;深证1000;深证700;深证A指;深证成指;深证综指,35,18398974000.000,-53423043.000,623231286.00,182.206,33,002368
600361.SH,创新新材,5.36,-3.074,铝材加工;北京自贸区;苹果概念;有色铝;金属回收;沪股通;宁德时代概念;比亚迪概念;超导概念;平安资管持股;华为概念,全国性扩张的超市连锁企业，19个省市均拥有店面,有色金属-工业金属-铝,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,11,2508817500.000,-3097287.000,4336192838.00,22.876,17,600361
600138.SH,中青旅,12.27,-3.081,虚拟导游;网络游戏;电子商务;五一出境游;在线旅游;大消费;融资融券;转融券标的;旅游;富时罗素概念;富时罗素概念股;标普道琼斯A股;消费金融;露营经济;中字头股票;央企国企改革;国企改革;沪股通;杭州亚运会;一带一路,国内领先的综合旅游服务商,社会服务-景点及旅游-旅游综合,A股指数;上证中小;上证全指;上证小盘;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,20,8881516800.000,5726904.600,723840000.00,41.708,17,600138
300346.SZ,南大光电,29.87,-3.082,砷化镓;节能照明;OLED材料;OLED;转融券标的;中芯国际概念;氢氟酸;长三角一体化;深股通;国产替代;富时罗素概念;氮化镓;集成电路概念;专精特新;国家大基金持股;光刻胶;华为概念;融资融券;第四代半导体;存储芯片,MO源产业化生产的企业,电子-电子化学品-电子化学品Ⅲ,中创400;中创500;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业创新;创业基础;创业板综;创质量;制造指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证创新;深证成指;深证综指;电子指数,20,15344705000.000,-73283855.000,543707166.00,53.340,33,300346
688197.SH,首药控股,46.19,-3.084,融资融券;转融券标的;抗肿瘤;创新药;沪股通,临床研究阶段的小分子创新药生产企业，专注于抗肿瘤创新药的研发,医药生物-化学制药-化学制剂,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,2441032400.000,3206258.670,148719343.00,-36.887,17,688197
301297.SZ,富乐德,22.92,-3.087,芯片概念;转融券标的;新股与次新股;融资融券;中芯国际概念;深股通;注册制次新股;光刻机,国内较早从事精密洗净服务、较早实现半导体PVD洗净工艺量产服务的企业,电子-半导体及元件-半导体设备,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证全指;创业板综;同花顺全A;新指数;深证A指;深证综指;科研指数,8,1695777300.000,-17331295.700,338390000.00,99.346,33,301297
688206.SH,概伦电子,24.48,-3.088,融资融券;转融券标的;EDA;专精特新;沪股通,公司器件建模及验证EDA工具已经取得较高市场地位,计算机-计算机应用-软件开发,A股指数;上证150;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,3814801000.000,-6520024.960,433804445.00,8184.768,17,688206
600116.SH,三峡水利,7.78,-3.113,重庆自贸区;抗旱;成渝特区;重庆水资源;两江新区;融资融券;水利;转融券标的;节能环保;富时罗素概念股;电力改革;标普道琼斯A股;光伏概念;金属锰;小金属概念;绿色电力;沪股通;地方国企改革;央企国企改革,三峡库区重要的电力负荷支撑点,公用事业-电力-电能综合服务,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;公用指数;同花顺全A;新综指,19,14876472000.000,-20954104.200,1912142904.00,237.649,17,600116
600148.SH,长春一东,15.56,-3.113,振兴东北;新能源汽车;中俄贸易概念;地方国企改革;央企国企改革;国企改革;专精特新;一带一路;无人机;中兵系;军工;传感器;换电概念,国内重型车离合器配套规模较大的生产厂商,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证指数;上证流通;中型综指;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,13,2201996000.000,-3778801.000,141516450.00,-155.134,17,600148
002908.SZ,德生科技,12.69,-3.130,电子信息;大数据;移动支付;乡村振兴;农村电商;金融IC;数字中国;区块链;数字货币;智慧城市;数字经济;电子身份证;智慧政务;疫情监测;职业教育;人力资源服务;鸿蒙概念;冬奥会;数据确权;人工智能;数据要素;深股通,国内社保服务行业的优质供应商,计算机-计算机应用-IT服务,IT指数;中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新指数;深证A指;深证综指,22,3916701500.000,-13001842.000,431432088.00,61.371,33,002908
688108.SH,赛诺医疗,10.80,-3.139,融资融券;转融券标的;医疗器械概念;专精特新,专注于高端介入医疗器械研发、生产、销售的国际化公司,医药生物-医疗器械-医疗耗材,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,4428000000.000,-650052.350,410000000.00,-74.769,17,688108
603040.SH,新坐标,23.43,-3.142,污水处理;新能源汽车;专精特新;比亚迪概念,国内精密冷锻件领军企业,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,3136679400.000,-576614.000,135107896.00,16.886,17,603040
831445.BJ,龙竹科技,4.00,-3.148,融资融券,国家林业产业化龙头企业,轻工制造-家用轻工-其他家用轻工,中证A股;中证流通,1,369825900.000,,149146025.00,81.374,151,831445
605151.SH,西上海,17.45,-3.163,新能源汽车;统一大市场;比亚迪概念;二手车;小鹏汽车概念,国家AAAA级物流企业,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,1116956020.000,-2451508.000,135319111.00,22.187,17,605151
000056.SZ,皇庭国际,3.04,-3.185,融资租赁;小额再贷款;参股保险;林场改革;租售同权;智能物流;芯片概念;物业管理;融资融券;转融券标的;商超百货;新零售;IGBT,以不动产运营管理为主要业务,商贸零售-零售-商业物业经营,中证A股;中证全指;中证流通;同花顺全A;商务指数;新指数;深证A指;深证综指,13,2747335500.000,-16242200.400,1210088720.00,-4.388,33,000056
300994.SZ,久祺股份,13.94,-3.194,体育产业;三胎概念;融资融券;两轮车;跨境电商;人民币贬值受益;外贸受益概念;转融券标的;中俄贸易概念,国内主要的自行车产品出口商之一,交运设备-非汽车交运-其他交运设备,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;交运指数;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,9,1085312640.000,-1529433.800,233088000.00,30.666,33,300994
832491.BJ,奥迪威,12.69,-3.204,消费电子概念;机器人概念;智能汽车;融资融券,,机械设备-仪器仪表-仪器仪表Ⅲ,中证A股;中证流通;北证50,4,1418811000.000,,141159348.00,21.636,151,832491
600629.SH,华建集团,6.02,-3.215,装配式建筑;PPP概念;粤港澳大湾区;一带一路;雄安新区;水利;参股券商;地下管网;建筑节能;地方国企改革;国企改革;人工智能;沪股通;上海国企改革,"全球工程设计公司150强""企业，2019年位列第60名",建筑装饰-建筑装饰-工程咨询服务,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,14,5686846900.000,3230235.000,970556038.00,15.766,17,600629
301195.SZ,北路智控,42.73,-3.216,转融券标的;物联网;融资融券;深股通;送转填权;机器人概念;华为概念,主营智能矿山相关信息系统,计算机-计算机应用-软件开发,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指,7,1634697500.000,-3674490.000,131521740.00,28.113,33,301195
603050.SH,科林电气,15.95,-3.216,智能电网;光伏概念;雄安新区;特斯拉;储能;充电桩;融资融券;转融券标的;高压快充;虚拟电厂,行业内产品线较为齐全的少数企业之一,电力设备-电力设备-电气自控设备,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,10,3622151500.000,-5298145.000,227094140.00,16.253,17,603050
600992.SH,贵绳股份,16.24,-3.218,国产航母;军工;黑洞概念;地方国企改革;国企改革;沪股通;贵州国企改革,钢丝绳产量居世界前列，特种用途钢丝绳成功用于航母等重大海洋装备上,机械设备-通用设备-金属制品,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,7,3980261600.000,2976903.000,245090000.00,165.598,17,600992
688226.SH,威腾电气,16.24,-3.218,光伏概念;华为概念;智能电网;融资融券;转融券标的;风电;储能,国内母线产品主要的生产供应商之一,电力设备-电力设备-线缆部件及其他,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,7,1368414900.000,-3557740.870,156000000.00,32.887,17,688226
300955.SZ,嘉亨家化,23.16,-3.218,化妆护肤品;三胎概念;转融券标的;融资融券,公司成为多个国内外知名日化品牌的核心供应商,美容护理-美容护理-化妆品,中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;橡胶指数;深证A指;深证综指,4,1038999010.000,911563.000,100800000.00,85.362,33,300955
603786.SH,科博达,71.62,-3.229,新能源汽车;汽车电子;国六标准、国六排放、国六;沪股通;专精特新;比亚迪概念;转融券标的;融资融券,汽车智能、节能电子部件的系统方案提供商,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,8,28738345000.000,-4021403.100,403974300.00,52.502,17,603786
603078.SH,江化微,16.12,-3.241,元器件;芯片概念;光刻胶;OLED;OLED材料;中芯国际概念;氢氟酸;专精特新;融资融券;转融券标的;国企改革;地方国企改革;沪股通,国内湿电子化学品龙头,电子-电子化学品-电子化学品Ⅲ,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,13,5338832600.000,-2618242.470,385637248.00,47.986,17,603078
600020.SH,中原高速,3.58,-3.243,文化传媒;中原经济区;参股保险;融资融券;转融券标的;河南自贸区;创投;信托概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;债转股(AMC概念);充电桩;地方国企改革;河南国企改革;国企改革;参股银行;沪股通;半年报预增,建设和管理的高速公路和桥梁位于河南交通网的主干线,交通运输-公路铁路运输-高速公路,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;公用指数;同花顺全A;新综指,19,8045591200.000,-9461365.000,2247371832.00,6.472,17,600020
003039.SZ,顺控发展,15.76,-3.254,绿色电力;深股通;融资融券;转融券标的;乡村振兴;固废处理;地方国企改革;广东国企改革;国企改革;水利;地下管网,佛山顺德国资委旗下，主营自来水制售业务和垃圾焚烧发电并拥有顺德区内特许经营权,环保-环保-水务及水治理,中创400;中创500;中小300;中小基础;中小综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;新指数;水电指数;深证1000;深证700;深证A指;深证成指;深证综指,11,1930895200.000,-3816607.000,617518730.00,53.833,33,003039
603836.SH,海程邦达,15.15,-3.257,中俄贸易概念;统一大市场;一带一路;冷链物流;智能物流;跨境电商;数字经济;数据要素,我国较早获得一级国际货运代理资质的企业之一,交通运输-物流-物流Ⅲ,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,8,1298793940.000,-2903683.000,205235237.00,22.077,17,603836
688052.SH,纳芯微,117.40,-3.263,集成电路概念;传感器;融资融券;转融券标的;芯片概念;汽车芯片;沪股通,公司具备德国莱茵TUV颁发的功能安全ASIL D认证（汽车功能安全最高标准的等级）,电子-半导体及元件-集成电路设计,A股指数;上证中小;上证全指;上证小盘;上证指数;上证流通;中型综指;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指;科创50;科创50EUR;科创50GBP;科创50HKD;科创50USD;科创50USD(CNH),7,9600794100.000,-1370489.840,142448854.00,-63.537,17,688052
301162.SZ,国能日新,56.75,-3.273,新能源;转融券标的;专精特新;智能电网;绿色电力;风电;光伏概念;储能;虚拟电厂;融资融券;深股通;高送转预期,新能源发电功率预测系统国内市场占有率排名第一,计算机-计算机应用-软件开发,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业基础;创业板综;创质量;同花顺全A;新指数;深证A指;深证综指,12,3436775200.000,-10283782.100,99249682.00,84.960,33,301162
002719.SZ,麦趣尔,11.82,-3.273,新疆振兴;乳业;新零售,中国焙烤食品糖制品工业协会的理事单位,食品饮料-食品加工制造-乳品,中小综指;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指,3,1913330500.000,-3614083.000,174139457.00,-27.540,33,002719
600155.SH,华创云信,7.98,-3.273,融资融券;转融券标的;雄安新区;参股券商;富时罗素概念;京津冀一体化;沪股通;富时罗素概念股;数字经济;期货概念;半年报预增;白酒概念,华创证券为公司主要资产与核心业务，在贵州区域有明显竞争优势,非银金融-证券-证券Ⅲ,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,12,18046161000.000,-142238602.000,2261423642.00,28.687,17,600155
600963.SH,岳阳林纸,6.49,-3.279,造纸转暖;诚通系;雄安新区;人民币升值;纸浆;工业大麻;融资融券;转融券标的;碳中和;以纸代塑概念;污水处理;林场改革;园林开发;碳交易;PPP概念;地方国企改革;央企国企改革;国企改革;沪股通,国内同时拥有上游林业资源和下游造纸业务的林纸一体化企业,轻工制造-造纸-造纸Ⅲ,A股指数;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,19,11542284300.000,-12467020.900,1803093109.00,56.853,17,600963
002559.SZ,亚威股份,7.63,-3.295,3D打印;工业机器人;机器人概念;边缘计算;军工;工业互联网;OLED;激光;芯片封装测试;芯片概念;光刻胶;工业4.0;高端装备;工业母机;智能制造;比亚迪概念;光伏概念;机器视觉;存储芯片;华为概念,中高端金属成形机床企业，钣金加工机床国内领先，中国中车将成实控人,机械设备-通用设备-机床工具,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;通用指数,20,3665525500.000,-11367861.000,555128024.00,31.056,33,002559
600729.SH,重庆百货,32.22,-3.301,成渝特区;重庆自贸区;两江新区;融资融券;沪股通;转融券标的;互联网金融;富时罗素概念;富时罗素概念股;消费金融;标普道琼斯A股;商超百货;新零售;半年报预增;证金持股,拥有重庆百货、新世纪百货、商社电器和商社汽贸等著名品牌,商贸零售-零售-百货零售,A股指数;上证380;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,15,12945882100.000,-2731900.000,406528465.00,7.231,17,600729
300528.SZ,幸福蓝海,12.30,-3.302,文化传媒;影视娱乐;地方国企改革;江苏国企改革;国企改革,国有控股电视剧投资制作和电影全产业链经营的公司,传媒-传媒-影视院线,中证A股;中证全指;中证流通;创业板综;同花顺全A;文化指数;新指数;深证A指;深证综指,5,4583079100.000,-6522979.000,372608054.00,-196.782,33,300528
002658.SZ,雪迪龙,7.60,-3.308,脱硫脱硝;废气处理;大数据;PM2.5;环境监测;雄安新区;节能环保;固废处理;透明工厂;碳中和;集成电路概念;深股通;物联网;专精特新,由环境监测设备提供商逐渐发展成为环境综合服务商,环保-环保-环保设备,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;仪表指数;制造指数;同花顺全A;新指数;深证A指;深证综指,14,2602241500.000,1975209.000,630118836.00,29.153,33,002658
601133.SH,柏诚股份,13.36,-3.329,转融券标的;新股与次新股;融资融券;芯片概念;注册制次新股;中芯国际概念,国内少数具备承接多行业主流项目的洁净室系统集成解决方案提供商之一,建筑装饰-建筑装饰-专业工程,同花顺全A,6,1684632100.000,-13760023.400,522500000.00,37.600,17,601133
603738.SH,泰晶科技,15.10,-3.329,军工;元器件;专精特新;沪股通;比亚迪概念;宁德时代概念;汽车电子;汽车芯片;国产替代;融资融券;转融券标的;机器人概念;华为概念;华为海思概念股;卫星导航;光刻机,石英晶体谐振器细分领域龙头,电子-半导体及元件-被动元件,A股指数;上证380;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,16,5842489200.000,-22379049.400,389343352.00,62.428,17,603738
603208.SH,江山欧派,38.29,-3.333,共同富裕示范区;沪股通,欧派品牌已成为国内知名的室内木门品牌,轻工制造-家用轻工-家具,A股指数;上证指数;上证流通;中型综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,2,6783941700.000,-4680802.400,177172674.00,23.903,17,603208
600158.SH,中体产业,8.99,-3.333,体育用品;文化传媒;融资融券;转融券标的;互联网彩票;赛马概念;体育产业;足球概念;冰雪产业;冬奥纪念品;杭州亚运会;在线旅游;世界杯;在线教育;中字头股票;冬奥会;央企国企改革;国企改革;沪股通;数据中心;职业教育,体育产业资源的整合者，主营体育地产开发、赛事运营、场馆运营,社会服务-其他社会服务-体育,A股指数;上证指数;上证流通;中型综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,21,8626022500.000,-30615583.300,959513067.00,-88.018,17,600158
301092.SZ,争光股份,30.15,-3.334,融资融券;核电;新材料概念;净水概念;国产替代;转融券标的;盐湖提锂;超超临界发电;减肥药;污水处理;核污染防治,致力于离子交换与吸附树脂材料的研发及其在新领域的推广与应用,基础化工-化工合成材料-合成树脂,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,11,1292104900.000,-12874180.000,133693484.00,39.253,33,301092
688085.SH,三友医疗,21.28,-3.361,融资融券;转融券标的;医疗器械概念;专精特新;沪股通,医用骨科植入耗材的研产销,医药生物-医疗器械-医疗耗材,A股指数;上证指数;上证流通;中型综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,5287091200.000,-2627515.970,248453535.00,42.016,17,688085
001296.SZ,长江材料,22.69,-3.365,页岩气;3D打印;半年报预增;高送转预期,国内大型专业覆膜砂生产供应商及废旧砂资源化解决方案提供商,建筑材料-建筑材料-其他建材,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指,4,854176920.000,-7563973.000,106859233.00,20.508,33,001296
603258.SH,电魂网络,28.35,-3.374,网络游戏;电子竞技;沪股通;富时罗素概念;创投;手机游戏;虚拟现实;杭州亚运会;AIGC概念,分布式服务器架构、游戏图形引擎及RTS游戏同步技术国内领先水平,传媒-传媒-游戏,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,9,6939175600.000,-22296815.000,244768100.00,40.032,17,603258
301221.SZ,光庭信息,54.58,-3.381,汽车电子;华为汽车;无人驾驶;华为概念;智能汽车;融资融券;智慧政务;智慧城市;蔚来汽车概念;转融券标的;鸿蒙概念;小米概念;国产操作系统;车联网;人工智能;时空大数据;高送转预期,汽车电子软件业务具有一定的优势,交运设备-汽车零部件-汽车零部件Ⅲ,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;创质量;同花顺全A;新指数;深证A指;深证综指,17,2374601100.000,-11583111.000,92622300.00,246.526,33,301221
300977.SZ,深圳瑞捷,19.97,-3.387,数据中心;融资融券;转融券标的;碳中和;数字经济;装配式建筑;方舱医院;数据存储;雄安新区;数据要素;人工智能;送转填权;水利;新型城镇化;高送转预期,国内建设工程质量与安全风险第三方评估咨询业务的开拓者之一,建筑装饰-建筑装饰-工程咨询服务,中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指;科研指数,15,774355080.000,-4739269.000,152766542.00,54.982,33,300977
601799.SH,星宇股份,149.50,-3.405,物联网;车联网;沪股通;汽车电子;无人驾驶;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;MSCI概念,我国主要的汽车灯具总成制造商和设计方案提供商之一,交运设备-汽车零部件-汽车零部件Ⅲ,300精明;300精明HKD;300精明USD;A股指数;上证100;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中型综指;中证200;中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH),11,42709073000.000,14692905.000,285679419.00,45.759,17,601799
600415.SH,小商品城,9.36,-3.406,健康中国;双十一;互联网银行;参股券商;金改;融资融券;转融券标的;电子商务;网红经济;室外经济;富时罗素概念股;标普道琼斯A股;沪股通;消费金融;富时罗素概念;中俄贸易概念;共同富裕示范区;跨境电商;统一大市场;物流电商平台;MSCI概念;地方国企改革;国企改革;跨境支付（CIPS）;一带一路;阿里巴巴概念;数据中心;同花顺中特估100;半年报预增,义乌国资委旗下，全球最大的小商品集散地，拥有支付牌照,商贸零售-零售-商业物业经营,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,29,51071790000.000,-129696500.000,5486074176.00,12.848,17,600415
000032.SZ,深桑达A,21.83,-3.407,高铁;节能照明;电子信息;安防;智慧城市;柔性屏;深股通;生物安全;大数据;国资云;智慧党建;方舱医院;数字经济;数字乡村;智能交通;数据中心;碳中和;粤港澳大湾区;绿色电力;数据安全;智慧政务;国产操作系统;数字孪生;体育产业;融资融券;转融券标的;元宇宙;信创;轨道交通;地方国企改革;央企国企改革;国企改革;数据确权;数据要素;养老金持股,中国电子集团旗下，洁净室净化工程级别最高已达到国际领先标准，洁净室市占率国内居前,建筑装饰-建筑装饰-专业工程,中证1000;中证1000USD;中证A股;中证全指;中证流通;创新引擎;创新龙头;创新龙头(港币);同花顺全A;建筑指数;新指数;深圳高新;深圳高新(港币);深证1000;深证700;深证A指;深证成指;深证综指,35,14075194000.000,-13145447.000,1137959234.00,-83.455,33,000032
600225.SH,卓朗科技,4.80,-3.421,天津自贸区;滨海新区;融资租赁;云计算;华为概念;云办公;数据中心;网络安全;融资融券;转融券标的;地方国企改革;国企改革;国资云;沪股通,天津国资委旗下，战略重整聚焦信息技术产业,计算机-计算机应用-IT服务,A股指数;上证指数;上证流通;中型综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,14,16362362000.000,-16912816.000,3411394363.00,328.797,17,600225
688182.SH,灿勤科技,19.46,-3.424,国家大基金持股;融资融券;转融券标的;华为概念;专精特新;5G;卫星导航;WiFi 6;沪股通,元器件技术国产化进程中的领头企业,通信-通信设备-通信网络设备及器件,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,9,1868160000.000,-8294672.510,400000000.00,179.965,17,688182
