证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
603986.SH,兆易创新,492.32,494.11,74.09,-2.51,3.75,16.53,3.36,电子-半导体及元件-集成电路设计,存储,半导体,科技,NOR Flash,国内存储芯片龙头，NOR Flash国内市占率第一,主要产品为闪存芯片，半导体存储器领域领导企业,"上证50,沪深300","无线耳机,MCU芯片,人民币贬值受益,小米,存储芯片,芯片设计,超清视频,人工智能,内存,芯片,汽车芯片,央视财经50,传感器,芯片制造,AI芯片,物联网,集成电路,MSCI,汽车电子",7.504278337551596
836239.BJ,长虹能源,6.36,16.65,12.8,-2.51,4.27,0.08,1.24,电力设备-电力设备-电池,锂电池,储能,电力设备,锂电/太阳能等,全球电池产品制造商,高倍率锂电池细分领域行业领先,,"储能,国企改革,锂电池,地方国企改革",0.10501060845652134
002547.SZ,春兴精工,38.53,39.37,3.49,-2.51,4.47,0.66,1.7,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,通信用精密结构件,国内领先的合金结构件和通信射频器件的供应商,通讯系统设备、汽车等精密铝合金结构件制造商，通信结构件及射频器件业务规模行业领先,中证2000,"特斯拉,5G,军工,3D玻璃,消费电子,新能源汽车,比亚迪,融资租赁,芯片,工业4.0,光伏,基站射频,小鹏汽车,一体化压铸,储能,射频器,减速器,铀矿",0.5920230245571969
000410.SZ,沈阳机床,117.33,144.12,6.98,-2.51,3.49,1.15,0.98,机械设备-通用设备-机床工具,机床,机械设备,机械,数控机床,拥有行业内唯一的高档数控机床国家重点实验室,国内机床行业的龙头,,"腾讯,国企改革,工业机器人,工业互联网,融资租赁,工业4.0,高端装备,振兴东北,工业母机,央企国企改革,机器人,债转股(AMC),新型工业化",0.5873418531411605
000546.SZ,金圆股份,33.09,36.21,4.65,-2.52,4.19,0.8,2.39,建筑材料-建筑材料-水泥,水泥,建筑材料,建筑业,固废资源化利用,主营固废危废的无害化处理与资源化利用,子公司西藏金藏圆锂业持有锂源矿业51%股权,,"锂电池,固废处理,金属镍,金属回收,中朝贸易区,垃圾分类,小金属,动力电池回收,医疗废物处理,节能环保,锂矿,危废处理,锂电原料,水泥,金属铜,新材料,盐湖提锂",0.6763149499657383
839790.BJ,联迪信息,2.62,5.81,7.36,-2.52,4.9,0.1,3.67,计算机-计算机应用-IT服务,软件外包,计算机,科技,软件开发,公用事业信息化行业领先企业,外包软件开发商,,"手机游戏,电力物联网,互联网金融,数据要素,大数据,智慧城市",0.20873863877289414
002845.SZ,同兴达,28.72,41.83,12.77,-2.52,3.66,0.99,3.42,电子-光学光电子-面板,显示面板,消费电子,科技,液晶显示模组,液晶显示模组领先企业,公司液晶显示模组应用于国内外一线品牌产品，子公司投建芯片封测项目，掌握chiplet相关技术,中证2000,"联想,华为,消费电子,柔性屏,广东自贸区,OLED设备制造,智能穿戴,小米,无人驾驶,先进封装,MicroLED,芯片,粤港澳大湾区,MiniLED,富士康,虚拟现实,全面屏,OLED面板,OLED,机器人,TOF镜头,机器视觉,无人机",0.7117258417483047
603052.SH,可川科技,9.62,31.68,32.89,-2.52,3.76,0.43,4.47,电子-消费电子-消费电子零部件及组装,电子功能件,消费电子,科技,功能性器件,功能性器件领域领先企业之一,聚焦消费电子领域，主营电池类和结构类功能性器件,中证2000,"OLED,共封装光学（CPO）,消费电子,新能源汽车,锂电池,宁德时代",0.41963225441126234
301157.SZ,华塑科技,5.83,16.94,28.24,-2.52,3.14,0.14,2.39,电力设备-电力设备-其他电源设备,电源设备,电气设备,电力设备,电池安全管理系统,公司主要产品性能已达到国内先进水平,专注于电池安全管理系统领域，国内关键后备电源领域电池安全管理和云平台核心供应,,"阿里巴巴,储能,专精特新,华为,锂电池",0.12126676544001243
688620.SH,安凯微,6.61,28.81,7.35,-2.52,3.58,0.14,2.17,电子-半导体及元件-集成电路设计,SoC,半导体,科技,SoC芯片,国内领先的SoC芯片设计企业,外销为主的物联网智能硬件核心SoC芯片厂商，物联网应用处理器芯片-HMI芯片在楼宇对讲领域市占率超50%,,"小米,物联网,人脸识别,人工智能,专精特新,芯片",0.14135253338230142
300042.SZ,朗科科技,45.88,46.51,23.21,-2.52,3.7,1.14,2.5,计算机-计算机设备-计算机设备Ⅲ,存储,半导体,科技,闪存,全球闪存盘发明者，国内闪存盘龙头企业,"优盘牌闪存盘被评为""广东省名牌产品""",中证2000,"元器件,国企改革,大数据,人民币贬值受益,智能穿戴,存储芯片,内存,芯片,粤港澳大湾区,东数西算（算力）,算力租赁,知识产权保护,时空大数据,数据存储,地方国企改革,三星,虚拟数字人",0.7541691775568343
300987.SZ,川网传媒,12.54,22.8,13.15,-2.52,3.19,0.34,2.67,传媒-传媒-数字媒体,数字媒体,传媒,科技,新媒体运营,四川省省级重点文化传媒产业集团,四川省省级重点文化传媒产业集团,中证2000,"国资云,国企改革,文化传媒,短剧游戏,地方国企改革,AIGC,融媒体,四川国企改革,百度,人工智能,智慧政务,虚拟数字人,IP",0.24415307809619596
688170.SH,德龙激光,17.57,23.18,22.43,-2.52,4.65,0.37,2.13,机械设备-自动化设备-激光设备,设备,半导体,科技,激光加工设备,拥有纳秒、超快及可调脉宽固体激光器核心技术并量产,国内少数掌握激光隐形切割技术的企业之一，泛半导体激光设备国内市场占有率第三,中证2000,"高端装备,钙钛矿电池,激光,共封装光学（CPO）,华为,华为海思,专精特新,光伏,第三代半导体",0.41844309540573904
301536.SZ,星宸科技,11.69,138.32,32.85,-2.52,8.1,2.08,17.34,计算机-计算机设备-计算机设备Ⅲ,SoC,半导体,科技,,,IPC SoC及NVR SoC出货量全球第一，中国第二大行车记录仪芯片厂商,,福建自贸区,5.584793575635582
601908.SH,京运通,83.79,83.79,3.47,-2.53,3.65,0.7,0.82,公用事业-电力-新能源发电,光伏加工设备,光伏,电力设备,单晶炉、光伏硅片,国内单晶炉龙头企业之一,我国最大的光伏设备制造企业,中证1000,"多晶硅,京津冀一体化,碳化硅,稀土永磁,太阳能,融资租赁,金刚石（线）,光伏,高端装备,新材料,风电,节能环保,脱硫脱硝,MSCI,专精特新,绿色电力",0.4046713901109168
832149.BJ,利尔达,4.86,17.88,4.24,-2.53,3.22,0.06,1.12,通信-通信设备-通信终端及配件,元器件分销,消费电子,科技,IC分销,IC增值分销和物联网领域重要企业,主营集成电路增值分销、物联网模块,,"5G,星闪,边缘计算,华为,WiFi 6,智能穿戴,存储芯片,物联网,人工智能,机器人,芯片,光伏",0.05688928930589772
300640.SZ,德艺文创,9.31,13.25,4.24,-2.53,3.91,0.13,1.43,轻工制造-家用轻工-其他家用轻工,娱乐,社会服务,可选消费,创意装饰品,具有较强国际竞争力的全球创意家居用品整体供应商,国内主要的文化创意家居用品出口商之一,,"盲盒,跨境电商,福建自贸区,人民币贬值受益,虚拟现实,世界杯",0.13534863217753915
603976.SH,正川股份,20.4,20.4,13.49,-2.53,4.12,0.14,0.67,医药生物-医疗器械-医疗耗材,医疗耗材,医疗器械,生物医药,硼硅玻璃管制瓶,药用玻璃管制瓶细分行业龙头,药用玻璃管制瓶等药用包装材料领域拥有近二十发展的“正川”字号,,"医疗器械,疫苗存储",0.1288022332616231
300866.SZ,安克创新,184.75,336.72,82.85,-2.53,2.56,2.45,1.32,电子-消费电子-品牌消费电子,电子配件,消费电子,科技,充电类,3C出海龙头企业,国内营收规模最大的出海消费电子品牌企业之一,中证500,"无线耳机,消费电子,人民币贬值受益,芯片设计,人工智能,芯片,氮化镓,电子商务,无线充电,跨境电商,储能,外贸受益,智能家居",0.7378972734993173
301078.SZ,孩子王,36.71,64.14,5.78,-2.53,3.2,0.5,1.36,商贸零售-零售-专业连锁,连锁,零售,可选消费,母婴商品,公司业务规模在国内母婴零售行业中位居前列,公司在国内母婴零售行业中位居前列,中证1000,"抖音,ChatGPT,AIGC,电子商务,新零售,跨境电商,百度,人工智能,三胎,托育服务",0.2808903184686043
002362.SZ,汉王科技,35.85,42.36,17.33,-2.53,3.21,1.22,3.38,计算机-计算机应用-软件开发,人工智能,计算机,科技,手写输入,模式识别与智能交互领域的领先企业,长期专注于文字识别等人工智能及智能交互技术的研发及应用，全球唯二拥有无线无源电磁触控技术的企业,中证2000,"智能交通,多模态AI,ChatGPT,基因测序,华为,智能汽车,消费电子,人工智能,比亚迪,电子书,鸿蒙,空气净化,互联网银行,信创,医疗器械,电子商务,跨境电商,人脸识别,数据要素,在线教育,电子身份证,智能医疗,机器视觉,虚拟数字人,智慧城市,京津冀一体化,图像识别,指纹技术,虹膜识别,数字中国,数字经济,芯片,电子信息,智慧政务,互联网医疗,安防,中国科学院系,华为鲲鹏,PM2.5,电子纸,机器人,触摸屏,反恐",0.6919319040505484
603083.SH,剑桥科技,91.85,92.9,34.65,-2.53,4.05,4.33,4.69,通信-通信设备-通信终端及配件,光模块,通信,科技,应用类ICT终端,ICT接入终端行业领先企业,外销为主的ICT终端设备制造商，主要客户已基本涵盖了下游全球主要的通信设备提供商,中证1000,"5G,边缘计算,共封装光学（CPO）,WiFi 6,华为,人民币贬值受益,F5G,物联网,工业互联网,新基建,智能家居,宽带中国",2.856262305261246
600996.SH,贵广网络,79.18,79.18,6.54,-2.53,3.28,0.66,0.83,传媒-传媒-有线电视网络,影视,传媒,科技,收视业务,贵州省知名的有线广电网络运营商,从事贵州地区的广播有线电视业务,中证1000,"5G,数字乡村,光纤,国企改革,华为,大数据,超清视频,新基建,物联网应用层,广播电视,东数西算（算力）,算力租赁,文化传媒,地方国企改革,物联网,云计算,贵州国企改革,数据中心,智能家居,智能医疗,旅游",0.3304545508297517
300363.SZ,博腾股份,80.82,88.19,16.15,-2.53,2.72,0.96,1.18,医药生物-医疗服务-医疗研发外包,CRO,医疗服务,生物医药,医药定制研发生产,国内领先的CMO企业,主营业务是创新药医药中间体定制研发生产服务,中证500,"生物医药,流感,辉瑞,创新药,CRO,人民币贬值受益,抗艾滋病,细胞免疫治疗,减肥药",0.3642322628175081
002679.SZ,福建金森,18.13,18.13,7.69,-2.53,3.8,0.34,1.88,农林牧渔-种植业与林业-林业,林业,农业,必需消费,林木育种,农业产业化省级重点龙头企业，全国杉木商品材重要产区,农业产业化省级重点龙头企业，全国杉木商品材的最重要产区之一,中证2000,"林场改革,碳中和,海峡两岸,国企改革,美丽中国,碳交易,地方国企改革,纤维板,风沙治理,福建土改,生态城乡",0.286688377957066
000762.SZ,西藏矿业,110.05,110.12,21.13,-2.54,3.37,2.39,2.15,有色金属-小金属-能源金属,锂,有色金属,资源,铬锂,公司旗下西藏扎布耶盐湖为亚洲最大的锂矿盐湖,宝武钢铁旗下，拥有独家开采权的西藏扎布耶盐湖为亚洲最大的锂矿盐湖，含锂浓度居世界第二,中证1000,"钴,国企改革,稀缺资源,锂电池,锂矿,央企国企改革,锂电原料,铬铁,稀有金属,小金属,盐湖提锂",1.1734615862353337
300302.SZ,同有科技,36.57,48.03,9.97,-2.54,3.91,1.46,3.98,计算机-计算机设备-计算机设备Ⅲ,存储,半导体,科技,闪存存储,国内少数的从芯到系统的全产业链专业存储厂商之一,业界少数拥有多项自主知识产权的专业存储厂商之一,中证2000,"军工,数据存储,大数据,数据安全,信创,存储芯片,专精特新,云计算,电子信息,国产操作系统,芯片",1.0951878747369697
002341.SZ,新纶新材,30.84,30.88,2.68,-2.55,4.36,0.67,2.18,基础化工-化工合成材料-膜材料,膜材料,合成材料,化工,功能膜材料、光学膜,公司是国内第一家进入国际A客户BOM清单的胶带类供应商,国内防静电/洁净室行业系统解决方案提供商,,"OLED材料,华为,无线耳机,锂电池,消费电子,柔性屏,小米,有机硅,比亚迪,粤港澳大湾区,宁德时代,空气净化,生物安全,膜材料,富士康,固态电池,PM2.5,无线充电,OLED,苹果,现代服务业,新材料",0.6083722843406035
001378.SZ,德冠新材,8.56,36.23,27.17,-2.55,4.2,0.66,7.66,基础化工-化工合成材料-膜材料,膜材料,合成材料,化工,0,0,功能性BOPP薄膜销量国内占比接近10%,,"新材料,粤港澳大湾区",0.7783531099152868
688787.SH,海天瑞声,23.52,34.39,57.01,-2.55,4.24,0.63,2.66,计算机-计算机应用-IT服务,人工智能,计算机,科技,AI训练数据,我国领先的训练数据专业提供商,中国语音类基础数据服务行业的市场份额排名前五,中证2000,"ChatGPT,数字水印,数据安全,小米,无人驾驶,语音技术,人工智能,数据存储,AIGC,人脸识别,数据要素,专精特新,虚拟数字人",0.5841222582024654
831906.BJ,舜宇精工,2.44,7.95,12.24,-2.55,4.06,0.12,4.7,交运设备-汽车零部件-汽车零部件Ⅲ,内饰,汽车零部件,汽车,汽车内饰功能件,公司客户已覆盖国内外知名汽车零部件一级供应商,汽车内饰功能件生产商，空调出风口全球汽车市场市占率超3%,,"高端装备,长安汽车,比亚迪,机器人,新能源汽车,智能制造",0.19653825895829224
600536.SH,中国软件,238.39,243.12,28.28,-2.55,3.62,3.75,1.56,计算机-计算机应用-IT服务,信息安全,计算机,科技,系统集成,软件行业国家队，信创行业龙头,中国电子旗下的网络安全与信息化板块核心企业，信创行业领军者,中证500,"京津冀一体化,国企改革,华为,乡村振兴,数据安全,数字经济,电子信息,国产操作系统,国产软件,网络安全,华为欧拉,央企国企改革,信创,智慧党建,智能终端,北京自贸区,MSCI,云计算,数据中心,电子身份证,智慧城市",1.7991078203499777
688475.SH,萤石网络,129.27,251.49,44.71,-2.55,2.64,0.48,0.37,计算机-计算机设备-计算机设备Ⅲ,安防,计算机,科技,智能家居摄像机,智能家居安防领导品牌,中国电科旗下，智能家居摄像机市占率全球领先，物联云平台接入设备数国内领先,,"国企改革,大数据,物联网平台层,物联网,机器人,年报预增,智能家居",0.16045434809549
688181.SH,八亿时空,22.61,22.61,16.81,-2.55,2.55,0.21,0.91,电子-光学光电子-面板,显示面板,消费电子,科技,液晶显示材料,国内少数有能力生产高性能混合液晶材料的企业之一,公司液晶材料的性能指标达到国际同类产品先进水平,中证2000,"新材料,OLED,专精特新,锂电池,光刻胶",0.09404970505477887
300449.SZ,汉邦高科,11.31,14.8,3.82,-2.55,4.08,0.17,1.45,计算机-计算机设备-计算机设备Ⅲ,安防,计算机,科技,视频监控系统,国内数字视频监控产品和整体解决方案的主要供应商之一,国内最早进入数字视频监控行业的公司之一,,"知识产权保护,人脸识别,数字水印,智慧城市,安防,文化传媒,盲盒",0.1785493285368022
600633.SH,浙数文化,125.69,125.69,9.93,-2.55,3.14,1.59,1.26,传媒-传媒-游戏,游戏,传媒,科技,游戏运营,国内重要的休闲游戏平台边锋及竞技游戏平台浩方,主业聚焦数字娱乐、数字体育、大数据等数字文化产业,中证1000,"多模态AI,国企改革,网络直播,大数据,华为,数字出版示范,人工智能,算力租赁,电子竞技,文化传媒,共同富裕示范区,融媒体,数据要素,智慧城市,手机游戏,新媒体,阿里巴巴,杭州亚运会,网络游戏,独角兽,数字经济,元宇宙,互联网医疗,数据确权,区块链,数据交易中心,体育产业,NFT,百度,平面媒体,云计算,数据中心,浙江国企改革",0.688728810669356
002350.SZ,北京科锐,24.24,24.84,4.58,-2.55,4.68,0.24,0.98,电力设备-电力设备-输变电设备,输变电,电气设备,电力设备,配电及控制设备,配电自动化设备行业领先,国内最早从事配电自动化设备开发与生产的企业之一,中证2000,"高压快充,光伏建筑一体化,轨道交通,燃料电池,新能源汽车,特高压,新能源物流车,充电桩,雄安新区,新基建,IGBT,高端装备,风电,氢能源,虚拟电厂,储能,数据中心,智能电网,超级电容",0.2540073941908461
002660.SZ,茂硕电源,18.64,25.86,7.25,-2.55,3.9,0.72,3.83,电子-消费电子-消费电子零部件及组装,电子功能件,消费电子,科技,消费电子电源,全球先进的电源解决方案供应商,济南国资委旗下，全球领先的电源解决方案供应商，主营消费电子电源和LED电源,中证2000,"数字乡村,国企改革,柔性屏,消费电子,人民币贬值受益,充电桩,新零售,太阳能,节能照明,光伏,知识产权保护,智慧灯杆,区块链,地方国企改革,OLED,储能,绿色电力",0.6258777979733405
688223.SH,晶科能源,237.19,763.4,7.63,-2.55,2.94,2.36,0.99,电力设备-电力设备-光伏设备,光伏组件,光伏,电力设备,太阳能光伏组件、电池片、硅片,全球光伏组件出货量排名前列,公司光伏组件连续多年全球出货量第一名，N型TOPCon高效电池产能全球第一,沪深300,"年报预增,TOPCON电池,BC电池,同花顺漂亮100,光伏",0.838088169196112
301195.SZ,北路智控,16.54,47.15,35.85,-2.56,3.81,0.25,1.53,计算机-计算机应用-软件开发,煤矿设备,机械设备,机械,智能矿山,智能化矿山产品与服务专家,主营智能矿山相关信息系统,中证2000,"5G,国产软件,华为,物联网,无人驾驶,人工智能,机器人,专精特新,鸿蒙",0.21634481939433678
002896.SZ,中大力德,46.12,46.12,30.51,-2.56,3.19,1.09,2.34,机械设备-通用设备-金属制品,减速器,机械设备,机械,减速电机,小型和微型减速电机在国内市场拥有较强的市场地位,较早进入减速器和减速电机行业,中证2000,"国产替代,智能制造,共同富裕示范区,机器人,工业4.0,减速器,新型工业化,长三角一体化",0.5815806122945506
000032.SZ,深桑达A,103.23,182.19,16.01,-2.56,3.35,2.83,2.73,建筑装饰-建筑装饰-专业工程,洁净室,半导体,科技,高科技产业工程服务,以洁净室工程为代表的高科技产业工程服务,中国电子集团旗下，洁净室净化工程级别最高已达到国际领先标准，洁净室市占率国内居前,中证1000,"智能交通,数字乡村,国企改革,轨道交通,大数据,养老金持股,人工智能,节能照明,国产操作系统,粤港澳大湾区,碳中和,信创,数据要素,绿色电力,智慧城市,国资云,柔性屏,数据安全,数字经济,智慧政务,电子信息,东数西算（算力）,元宇宙,生物安全,数据确权,安防,中芯国际,高铁,智慧党建,央企国企改革,体育产业,数字孪生,云计算,数据中心",1.39305447911876
833284.BJ,灵鸽科技,2.73,6.79,6.48,-2.56,5.26,0.04,1.5,机械设备-专用设备-其他专用设备,锂电设备,储能,电力设备,,,国家级专精特新“小巨人”，主营自动化物料处理系统设备，主要供货锂电行业,,"宁德时代,专精特新,锂电池,人造肉,智能制造",0.09098052945407438
835179.BJ,凯德石英,9.79,12.29,16.39,-2.56,2.85,0.02,0.22,电子-半导体及元件-半导体材料,石英,光伏,电力设备,石英产品,公司石英加工技术与产品质量已达到行业较高水平,,,"集成电路,专精特新,芯片,光伏",0.01300128763080443
600520.SH,文一科技,27.17,27.17,17.15,-2.56,4.77,2.08,7.57,机械设备-专用设备-其他专用设备,设备,半导体,科技,模具,国内半导体封装塑封和LED封装点胶设备专业制造商,老牌半导体封测专业设备供应商，另有化学建材挤出模具、精密零部件制造业务,,"集成电路,先进封装,芯片,工业机器人,芯片封装测试,机器人",2.203773986026688
000533.SZ,顺钠股份,23.49,23.69,3.43,-2.56,4.26,0.59,2.46,电力设备-电力设备-输变电设备,输变电,电气设备,电力设备,变压器,变压器行业领先地位,输配电设备行业拥有完善的产品链和生产规模优势,中证2000,"粤港澳大湾区,抽水蓄能,东数西算（算力）,充电桩,核电,储能,比亚迪,数字经济,年报预增,智能电网",0.5508519288276252
603809.SH,豪能股份,35.88,35.88,9.13,-2.56,5.02,0.46,1.27,交运设备-汽车零部件-汽车零部件Ⅲ,传动系统,汽车零部件,汽车,传动系统零部件,国内领先的同步器总成产品供应商,主营汽车变速器用同步器组件，、拥有专业生产优势及优质客户,中证2000,"航空航天,卫星导航,军工,新能源汽车,航空发动机,长安汽车,比亚迪,汽车制造,大飞机,水利,蔚来汽车,成飞,高铁,理想汽车,机器人,专精特新,减速器,成渝特区,无人机",0.4928629883387761
300787.SZ,海能实业,15.4,25.1,11.41,-2.56,4.1,0.22,1.4,电子-消费电子-消费电子零部件及组装,电子功能件,消费电子,科技,信号适配器、电源适配器,国内领先电子信号传输适配产品公司,主营业务为电子信号传输适配产品及其他消费电子产品，应用广泛,中证2000,"无线耳机,消费电子,人民币贬值受益,智能穿戴,无线充电,储能,苹果,氮化镓,第三代半导体",0.2150966064060504
600744.SH,华银电力,61.75,61.75,3.04,-2.56,4.17,1.56,2.5,公用事业-电力-火电,火电,电力,公共事业,火电（湖南）,湖南省火电装机最大的发电企业,火电机组装机规模在湖南处于领先位置,中证2000,"风电,碳中和,超超临界发电,国企改革,煤价下跌受益,碳交易,央企国企改革,煤炭,核电,绿色电力,电力改革,光伏",1.1543793988920426
300584.SZ,海辰药业,12.17,17.78,14.82,-2.56,4.6,0.21,1.73,医药生物-化学制药-化学制剂,制药,生物,生物医药,利尿剂类,江苏省内主要的抗感染及冻干药物生产基地之一,配备了国内先进的科研设备及分析仪器，完善的化学药研发体系,中证2000,"生物医药,流感,肝炎,锂电池,创新药,猴痘,仿制药一致性评价,幽门螺杆菌,新冠特效药,医保目录",0.2563775273286437
002953.SZ,日丰股份,20.58,36.06,10.26,-2.56,4.08,0.42,2.02,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电气装备用电缆,国内领先的电线电缆生产商,橡套电缆细分行业的领先企业,中证2000,"5G,高压快充,风电,橡胶,华为,充电桩,物联网,机器人,新材料,年报预增,粤港澳大湾区",0.3803065098202587
688577.SH,浙海德曼,31.9,31.9,58.85,-2.57,3.76,0.22,0.68,机械设备-通用设备-机床工具,机床,机械设备,机械,高端型数控车床,多种型号的高端数控车床在下游客户中实现了进口替代,承担浙江省科学技术厅省重点研发项目,,"专精特新,工业母机,新型工业化",0.16066976068501973
603038.SH,华立股份,21.18,21.18,10.25,-2.57,3.9,0.37,1.75,建筑材料-建筑材料-其他建材,装饰材料,建筑材料,建筑业,装饰复合材料,国内封边装饰材料龙头,我国封边装饰材料业务龙头企业,,"人工智能,年报预增,华为,大数据,智能家居,鸿蒙",0.3120888601454325
603095.SH,越剑智能,27.35,27.35,14.8,-2.57,5.27,0.26,0.94,机械设备-专用设备-纺织服装设备,纺织设备,纺织,可选消费,加弹机,加弹机产销和市占率均全国第一,"浙江省名牌产品,国家重点高新技术企业",,"高端装备,机器人,专精特新,智能制造,机器视觉",0.3161340066194726
002579.SZ,中京电子,39.78,41.84,6.83,-2.57,3.57,0.76,1.91,电子-半导体及元件-印制电路板,PCB,半导体,科技,印刷电路板,国内少数集刚柔PCB生产与研发于一身的PCB制造商,国内少数兼具刚柔印制电路板批量生产与较强研发能力的PCB制造商，具备二阶以上HDI产品大批量生产能力,中证2000,"共封装光学（CPO）,华为,无线耳机,消费电子,智能穿戴,新型烟草,工业互联网,军民融合,比亚迪,养老,粤港澳大湾区,MiniLED,电子皮肤,小鹏汽车,医疗器械,储能,智能音箱,汽车电子,无人机,5G,PCB,柔性屏,WiFi 6,新能源汽车,广东自贸区,6G,小米,存储芯片,人形机器人,先进封装,MicroLED,三星,OLED,物联网,集成电路,机器人,毫米波雷达,触摸屏",0.49176147694206135
002466.SZ,天齐锂业,694.45,772.03,47.04,-2.57,2.63,8.47,1.22,有色金属-小金属-能源金属,锂,有色金属,资源,锂化合物,锂行业中产量和销售规模最大的企业之一,锂行业中产量和销售规模最大的企业之一,沪深300,"特斯拉,锂电池,新能源汽车,动力电池回收,锂矿,化肥,固态电池,锂电原料,MSCI,同花顺漂亮100,盐湖提锂",2.190439284461219
688171.SH,纬德信息,7.01,11.44,13.65,-2.57,6.14,0.08,1.12,计算机-计算机应用-软件开发,电力软件,计算机,科技,电力、电网信息安全,国内电力配电网信息安全领域重要企业,工业互联网信息安全领域的技术创新型企业,,"国产软件,网络安全,电力物联网,数据安全,信创,虚拟电厂,工业互联网,智能电网",0.1694246311614307
688591.SH,泰凌微,9.89,42.74,17.81,-2.57,2.74,0.23,2.31,电子-半导体及元件-集成电路设计,射频,半导体,科技,0,0,无线芯片市场细分低功耗蓝牙芯片领域全球市占率前三,,"星闪,国家大基金持股,消费电子,人民币贬值受益,小米,上海自贸区,物联网,集成电路,专精特新,芯片",0.1407209080100151
000722.SZ,湖南发展,42.19,42.19,9.09,-2.57,3.54,0.82,1.92,公用事业-电力-水电,水电,电力,公共事业,砂石资源、水电（湖南）、健康养老,砂石资源开发、水电能源，医养健康三轮驱动,湖南国资委旗下，主营水力发电及砂石销售，已布局医疗、养老、光伏业务,中证2000,"水利,国企改革,湖南国企改革,健康中国,地方国企改革,供销社,湖南自贸区,洞庭湖生态经济区,绿色电力,养老,光伏",0.5178688316919189
603016.SH,新宏泰,23.56,23.56,15.9,-2.57,3.49,0.25,1.07,电力设备-电力设备-输变电设备,输变电,电气设备,电力设备,断路器,国内断路器关键部件、低压断路器行业领先企业,国内断路器关键部件、低压断路器及刀熔开关行业领先企业,,"特高压,新基建,江苏国企改革,国企改革,地方国企改革",0.17547109583896509
300824.SZ,北鼎股份,29.9,30.87,9.46,-2.57,7.0,2.18,7.31,家用电器-小家电-小家电Ⅲ,小家电,家电,可选消费,厨房小家电,拥有全球销售网的高端小家电制造商,公司产品曾多次荣获“IF设计奖”、“红点设计奖”等国内外设计奖,,"电子商务,网红经济,家用电器,年报预增,健康中国,芯片",3.839755545145177
688401.SH,路维光电,28.39,48.22,24.94,-2.58,3.79,0.22,0.76,电子-半导体及元件-半导体材料,材料,半导体,科技,掩膜版,大尺寸铬版光罩领域领先企业,掩膜版制造商,中证2000,"MiniLED,PCB,消费电子,OLED,集成电路,专精特新,第三代半导体",0.16669173390279537
301337.SZ,亚华电子,7.97,31.89,30.6,-2.58,3.72,0.69,8.63,计算机-计算机应用-软件开发,医疗软件,计算机,科技,医院智能通讯交互系统,国内病房智能通讯交互领域领先企业,国内病房智能通讯交互领域市占率稳居前列,中证2000,"国产软件,互联网医疗,鸿蒙,数据要素,专精特新,养老,国产操作系统,智能医疗,机器人",0.698190131877562
000962.SZ,东方钽业,48.27,55.32,10.95,-2.58,4.89,1.24,2.53,有色金属-小金属-其他小金属,小金属,有色金属,资源,钽铌,中国知名的钽铌专业研发生产厂家,大型稀有金属生产企业，中国最大的钽铌专业研发生产厂家,中证2000,"小金属,超导,国企改革,稀缺资源,可控核聚变,央企国企改革,人民币贬值受益,轻型合金,铌,智能玻璃,新材料,稀有金属,超级电容",1.2050132260814712
688056.SH,莱伯泰科,13.95,13.95,20.75,-2.58,3.76,0.07,0.48,机械设备-仪器仪表-仪器仪表Ⅲ,仪器仪表,机械设备,机械,实验分析仪器,全球主要的实验分析仪器供应商之一,拥有LabTech、CDS、Empore等行业知名品牌,,"核污染防治,光刻胶,食品安全",0.06200650305861719
600743.SH,华远地产,26.51,26.51,1.13,-2.59,3.45,0.19,0.72,房地产-房地产开发-住宅开发,住宅,房地产,金融,地产开发,国内房地产行业的先驱企业，老牌优质房企,国内房地产行业的先驱企业，老牌优质房企,,"住房租赁,国企改革,民营金融,地方国企改革,北京国企改革,中央政务区,环球主题公园,一元股,智能家居,首都副中心",0.1277123895175812
605018.SH,长华集团,38.86,39.04,8.28,-2.59,5.65,0.26,0.67,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,紧固件与冲焊件,致力于成为国内领先的汽车零部件供应商,多次获得优秀供应商称号,,"新能源汽车,智能制造,共同富裕示范区,一体化压铸,长安汽车,比亚迪,光伏,长三角一体化",0.3228470603359791
301500.SZ,飞南资源,9.48,94.8,23.7,-2.59,8.3,4.4,45.15,环保-环保-固废治理,垃圾处理,环保,公共事业,0,0,专注有色金属类危废处置利用，危废处置能力广东省内居前,,"碳中和,节能环保,锂电池,固废处理,金属铜,金属回收,比亚迪",12.905097260542755
603577.SH,汇金通,19.52,22.96,6.77,-2.59,4.75,0.28,1.41,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,角钢塔,国家电网、南方电网及其他地方电网的合格供应商,具有国内最高电压等级750KV输电线路铁塔生产许可证,,"特高压,核电,光伏",0.3181570860322943
