,0,1,2,3,4,5,6,7,8,9,10,11
1830,NO0011008971-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1831,NO0011012502-MERK,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
1832,BE0974323553-XBRU,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203060,Photography,,,
1833,FR0013214145-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1834,FR0004016699-ALXP,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206060,Transportation Services,,,
1835,IE00B1RR8406-XMSM,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
1836,IT0003153415-MTAH,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101035,Pipelines,,
1837,IT0003153415-MTAA,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101035,Pipelines,,
1838,NL0010627865-XAMS,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1839,IT0005353484-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
1840,FR0010209809-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
1841,FR0000130809-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1842,FR0000130809-XPAR,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1843,FR0000130809-BGEM,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1844,FR0000121220-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501040,Restaurants and Bars,,,
1845,FR0000078321-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1846,BE0003717312-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1847,IT0004735327-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1848,BE0003773877-ALXB,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1849,IT0001469953-MTAA,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1850,NO0010811961-MERK,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1851,FR0000065864-ALXP,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
1852,IT0000076536-MTAA,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
1853,NO0006000603-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1854,FR0013227113-XPAR,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1855,IT0001206769-MTAA,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
1856,IT0005200248-EXGM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1857,IT0005497893-EXGM,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
1858,FR00140006O9-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
1859,NO0003080608-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1860,FR0013379484-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1861,BE0003545531-XBRU,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
1862,BE0003470755-XBRU,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
1863,BE0099887748-VPXB,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
1864,IT0005329815-MTAA,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101035,Building Materials: Other,,,
1865,PTSON0AM0001-XLIS,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201010,Food Retailers and Wholesalers,
1866,PTSNC0AM0006-XLIS,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1867,PTSNG0AM0007-ENXL,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1868,FR0000050809-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1869,IT0005338675-EXGM,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501015,Travel and Tourism,,,
1870,BE0003798155-XBRU,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101020,Soft Drinks,,
1871,NO0010887110-MERK,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1872,NO0006390301-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1873,NO0010631567-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1874,NO0006000207-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1875,NO0012483207-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1876,NO0006001502-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1877,NO0006000900-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1878,NO0006222009-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1879,FR00140043Y1-ALXP,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
1880,NO0010691660-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1881,NO0010751910-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1882,NO0010029804-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1883,NO0006000801-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1884,NO0006390400-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1885,NO0010285562-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1886,FR0000054371-XMLI,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501040,Restaurants and Bars,,,
1887,FR0012757854-XPAR,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
1888,IT0005449522-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1889,FR0011464452-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1890,FR001400BVK2-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1891,PTSCP0AM0001-XLIS,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1892,NL0015000NM7-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
1893,NL0015000NL9-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
1894,NL0015000NK1-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
1895,FR0011289040-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1896,FR0000054199-XPAR,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201020,Personal Products,
1897,NO0012780958-MERK,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
1898,NO0012547308-MERK,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
1899,IT0005466195-EXGM,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1900,NO0010775844-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
1901,FR0000064271-XPAR,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206010,Trucking,,,
1902,NL00150001Q9-MTAH,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
1903,NL00150001Q9-MTAA,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
1904,NL00150001Q9-XPAR,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
1905,NL0000226223-MTAA,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1906,NL0000226223-MTAH,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1907,NL0000226223-XPAR,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1908,BMG850801025-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
1909,NO0003053605-XOSL,30,Financials,3030,Insurance,303010,Life Insurance,30301010,Life Insurance,,,
1910,FR0000074775-ALXP,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1911,FR0010528059-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1912,FR001400DG11-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1913,FR0000063976-XMLI,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
1914,NO0010098247-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1915,LU0075646355-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1916,GB00B8GJBS16-XMLI,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102000,General Mining,,,
1917,IT0005469264-EXGM,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102015,Medical Supplies,,,
1918,FR0004180578-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1919,FR0000032658-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205025,Business Training and Employment Agencies,,,
1920,IT0005467425-EXGM,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
1921,IT0005378333-EXGM,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
1922,IT0003153621-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
1923,FR0004188670-XPAR,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101035,Building Materials: Other,,,
1924,IT0005507857-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1925,FR0000063307-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
1926,FR001400BWV7-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1927,NL0014559478-XPAR,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1928,IT0005162406-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203050,Recreational Products,,,
1929,IT0005482333-MTAA,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102020,Production Technology Equipment,,,
1930,NO0012916131-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1931,IT0005425050-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1932,NO0010887516-MERK,60,Energy,6010,Energy,601020,Alternative Energy,60102010,Alternative Fuels,,,
1933,PTTD10AM0000-XLIS,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
1934,NO0010951577-XOSL,55,Basic Materials,5510,Basic Resources,551010,Industrial Materials,55101000,Diversified Materials,,,
1935,IT0003497168-MTAA,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1936,IT0003497168-MTAH,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1937,IT0003497176-MTAH,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1938,IT0003497176-MTAA,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1939,IT0003497168-TNLB,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1940,ES0178430E18-BGEM,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1941,ES0178430E18-MTAH,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1942,ES0178430E18-TNLB,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1943,BE0003826436-XBRU,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1944,NO0010063308-XOSL,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1945,FR0000051807-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1946,IT0005240046-EXGM,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102010,Cable Television Services,,,
1947,CH0008175645-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501030,Recreational Services,,,
1948,FR0011076595-XMLI,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102010,Cable Television Services,,,
1949,LU0156801721-MTAH,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1950,LU0156801721-MTAA,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1951,IT0005428898-EXGM,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206015,Commercial Vehicles and Parts,,,
1952,FR001400BMH7-XPAR,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
1953,FR0014000TB2-XPAR,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
1954,IT0003242622-MTAA,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
1955,IT0003242622-MTAH,65,Utilities,6510,Utilities,651010,Electricity,65101015,Conventional Electricity,,,
1956,IT0004585243-MTAA,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
1957,IT0005496473-MTAA,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1958,IT0005496473-TNLB,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1959,BE0003555639-XBRU,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
1960,GG00B1RMC548-XAMS,30,Financials,3020,Financial Services,302040,Closed End Investments,30204000,Closed End Investments,,,
1961,BE0974263924-XBRU,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1962,FR0000054900-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301035,Radio and TV Broadcasters,,,
1963,FR0013295789-XPAR,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
1964,NO0003078800-XOSL,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1965,FR0000121329-XPAR,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201020,Defense,,,
1966,GRS528003007-XMLI,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501025,Hotels and Motels,,,
1967,FR0011053636-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
1968,IT0005439085-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203055,Recreational Vehicles and Boats,,,
1969,NL00150001S5-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
1970,IT0005523797-EXGM,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1971,PTPTI0AM0006-XLIS,55,Basic Materials,5510,Basic Resources,551010,Industrial Materials,55101015,Paper,,,
1972,FR0010120402-ALXP,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1973,FR0004197747-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1974,FR0013286259-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1975,BE0974387194-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1976,FR0013333432-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
1977,NO0010597883-XOSL,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1978,VGG885761061-XAMS,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
1979,DE0007500001-BGEM,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203000,Diversified Industrials,,,
1980,NL0010389508-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1981,FI0009000277-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1982,FR0013230612-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1983,BE0974282148-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1984,IT0005037210-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
1985,FR0000066482-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
1986,BE0974338700-XBRU,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101030,Cement,,,
1987,NL0000852523-XAMS,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
1988,NL0015000YE1-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1989,IT0005531238-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
1990,IT0003007728-MTAH,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204025,Footwear,,,
1991,IT0003007728-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204025,Footwear,,,
1992,NO0012470089-XOSL,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
1993,NL0013332471-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1994,LU0394945660-ALXP,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203000,Diversified Industrials,,,
1995,FR00140062B9-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201040,Rental and Leasing Services: Consumer,,,
1996,IT0000214293-MTAA,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206060,Transportation Services,,,
1997,FR0000120271-XPAR,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
1998,GA0000121459-XPAR,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101010,Oil: Crude Producers,,
1999,NO0006001205-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
2000,FR0000033003-XPAR,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
2001,FR0000036816-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102030,Office REITs,,,
2002,PTSCT0AP0018-XLIS,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
2003,IT0005246142-EXGM,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
2004,FR0000031866-XMLI,30,Financials,3020,Financial Services,302040,Closed End Investments,30204000,Closed End Investments,,,
2005,FR0005175080-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
2006,FR00140039U7-XPAR,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
2007,FR0014003AC4-XPAR,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
2008,IT0005378325-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201070,Consumer Services: Misc.,,,
2009,NO0010763550-XOSL,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
2010,IT0005422792-EXGM,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
2011,IT0005422768-MTAA,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
2012,IT0005001554-MTAA,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
2013,FR0005691656-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203050,Recreational Products,,,
2014,FR0010397901-ALXP,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
2015,FR0000031106-XMLI,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
2016,FR0004175099-ALXP,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
2017,FR0010383877-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
2018,BE0099967573-VPXB,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
2019,BE0003823409-XBRU,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
2020,FR0010654087-ALXP,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
2021,IT0001454435-MTAA,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
2022,FR0000079147-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202015,Household Furnishings,,,
2023,FR0000054470-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
2024,IT0005380461-EXGM,30,Financials,3020,Financial Services,302010,Finance and Credit Services,30201030,Financial Data Providers,,,
2025,BE0003838555-MLXB,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
2026,BE0003739530-XBRU,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
2027,IT0005451213-EXGM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
2028,NO0010851603-XOSL,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
2029,FR0011776889-XMLI,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
2030,NL0015000IY2-XAMS,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
2031,BE0974320526-XBRU,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
2032,FR0005783503-XMLI,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
2033,FR0013326246-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102045,Retail REITs,,,
2034,FR0000054215-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
2035,IT0005239360-MTAA,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
2036,IT0005239360-MTAH,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
2037,IT0005338840-MTAA,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
2038,IT0005239881-MTAA,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
2039,BE0974371032-XBRU,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
2040,GB00B10RZP78-XAMS,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201020,Personal Products,
2041,US9078181081-TNLB,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206020,Railroads,,,
2042,FR0000074197-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
2043,IE00BJ5FQX74-XESM,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201015,Drug Retailers,
2044,IT0004810054-MTAA,30,Financials,3030,Insurance,303020,Non-life Insurance,30302010,Full Line Insurance,,,
2045,IT0004827447-MTAA,30,Financials,3030,Insurance,303020,Non-life Insurance,30302025,Property and Casualty Insurance,,,
2046,IT0004827447-MTAH,30,Financials,3030,Insurance,303020,Non-life Insurance,30302025,Property and Casualty Insurance,,,
2047,FR0012709160-ALXP,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102040,Residential REITs,,,
2048,NO0003055808-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
2049,FR0010337865-ALXP,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
2050,FR0011898584-ALXP,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202030,Electronic Equipment: Pollution Control,,,
2051,NL0000302636-XAMS,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
2052,PTVAA0AM0019-XLIS,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
2053,FR0013254851-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
2054,FR0013176526-XPAR,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
2055,FR0010095596-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
2056,FR0013506730-XPAR,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102010,Iron and Steel,,,
2057,FR00140030K7-XPAR,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102010,Iron and Steel,,,
