,0,1,2,3,4,5,6,7,8,9
126,,<a href='/en/product/equities/FR0000053324-XPAR/alpes-compagnie/cda/quotes' data-order='ALPES (COMPAGNIE)' data-title-hover='ALPES (COMPAGNIE)'>ALPES (COMPAGNIE)</a>,FR0000053324,CDA,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>14.32</span></div>,<div class='text-right pd_percent'><span class=red>-1.92%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">14.32</div>","<div class=""text-right"">17 Jul 2023</div>"
127,,<a href='/en/product/equities/FR0013421286-ALXP/alpha-mos/alneo/quotes' data-order='ALPHA MOS' data-title-hover='ALPHA MOS'>ALPHA MOS</a>,FR0013421286,ALNEO,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1.829</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>2.75%</span></div>,"<div class='text-right pointer tooltipDesign' >17:17 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">1.829</div>","<div class=""text-right"">17 Jul 2023</div>"
128,,<a href='/en/product/equities/US02079K3059-MTAH/alphabet-classe-a/2goog/quotes' data-order='ALPHABET CLASSE A' data-title-hover='ALPHABET CLASSE A'>ALPHABET CLASSE A</a>,US02079K3059,2GOOG,<div class='nowrap pointer' title='Trading After Hours' >MTAH</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>110.20</span></div>,<div class='text-right pd_percent'><span class=red>-0.99%</span></div>,"<div class='text-right pointer tooltipDesign' >20:12 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">110.20</div>","<div class=""text-right"">17 Jul 2023</div>"
129,,<a href='/en/product/equities/US02079K3059-BGEM/alphabet-classe-a/1googl/quotes' data-order='ALPHABET CLASSE A' data-title-hover='ALPHABET CLASSE A'>ALPHABET CLASSE A</a>,US02079K3059,1GOOGL,<div class='nowrap pointer' title='Borsa Italiana Global Equity Market' >BGEM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>111.30</span></div>,<div class='text-right pd_percent'><span class=red>-0.38%</span></div>,"<div class='text-right pointer tooltipDesign' >17:26 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">111.30</div>","<div class=""text-right"">17 Jul 2023</div>"
130,,<a href='/en/product/equities/US02079K1079-MTAH/alphabet-classe-c/2goog/quotes' data-order='ALPHABET CLASSE C' data-title-hover='ALPHABET CLASSE C'>ALPHABET CLASSE C</a>,US02079K1079,2GOOG,<div class='nowrap pointer' title='Trading After Hours' >MTAH</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>110.24</span></div>,<div class='text-right pd_percent'><span class=red>-1.32%</span></div>,"<div class='text-right pointer tooltipDesign' >18:19 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">110.24</div>","<div class=""text-right"">17 Jul 2023</div>"
131,,<a href='/en/product/equities/US02079K1079-BGEM/alphabet-classe-c/1goog/quotes' data-order='ALPHABET CLASSE C' data-title-hover='ALPHABET CLASSE C'>ALPHABET CLASSE C</a>,US02079K1079,1GOOG,<div class='nowrap pointer' title='Borsa Italiana Global Equity Market' >BGEM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>111.72</span></div>,<div class='text-right pd_percent'><span class=red>-0.32%</span></div>,"<div class='text-right pointer tooltipDesign' >16:47 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">111.72</div>","<div class=""text-right"">17 Jul 2023</div>"
132,,<a href='/en/product/equities/FR0010220475-XPAR/alstom/alo/quotes' data-order='ALSTOM' data-title-hover='ALSTOM'>ALSTOM</a>,FR0010220475,ALO,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>26.75</span></div>,<div class='text-right pd_percent'><span class=red>-0.26%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">26.75</div>","<div class=""text-right"">17 Jul 2023</div>"
133,,<a href='/en/product/equities/FR0000053837-XPAR/altamir/lta/quotes' data-order='ALTAMIR' data-title-hover='ALTAMIR'>ALTAMIR</a>,FR0000053837,LTA,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>27.80</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.36%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">27.80</div>","<div class=""text-right"">17 Jul 2023</div>"
134,,<a href='/en/product/equities/FR0000033219-XPAR/altarea/alta/quotes' data-order='ALTAREA' data-title-hover='ALTAREA'>ALTAREA</a>,FR0000033219,ALTA,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>103.00</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.19%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">103.00</div>","<div class=""text-right"">17 Jul 2023</div>"
135,,<a href='/en/product/equities/FR0000039216-XPAR/altareit/areit/quotes' data-order='ALTAREIT' data-title-hover='ALTAREIT'>ALTAREIT</a>,FR0000039216,AREIT,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>580.00</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>2.65%</span></div>,"<div class='text-right pointer tooltipDesign' >09:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">580.00</div>","<div class=""text-right"">17 Jul 2023</div>"
136,,<a href='/en/product/equities/IT0005472730-EXGM/altea-green-power/agp/quotes' data-order='ALTEA GREEN POWER' data-title-hover='ALTEA GREEN POWER'>ALTEA GREEN POWER</a>,IT0005472730,AGP,<div class='nowrap pointer' title='Euronext Growth Milan' >EXGM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>3.57</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.71%</span></div>,"<div class='text-right pointer tooltipDesign' >17:24 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">3.58</div>","<div class=""text-right"">17 Jul 2023</div>"
137,"<button type='button' class='btn btn-link p-0 ml-auto' role='button' data-toggle='popover' data-placement='bottom' data-trigger='focus' data-html='true' data-content='<img class=""tech_logo_large mb-2"" src=""/sites/default/files/tech_leaders/euronext_tech_leaders_full.svg"" width=""160"" height=""48""><br>
Euronext Initiative dedicated to highlighting the visibility and attractiveness of high-growth and leading Tech companies towards international investors<br>
<a href=""https://www.euronext.com/en/raise-capital/euronext-tech-leaders"" target=""_blank"">More info</a>'><img class='lookup_instrument_logo' src='/sites/default/files/tech_leaders/euronext_tech_leaders_small.svg' alt=''></button>",<a href='/en/product/equities/FR0000071946-XPAR/alten/ate/quotes' data-order='ALTEN' data-title-hover='ALTEN'>ALTEN</a>,FR0000071946,ATE,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>136.80</span></div>,<div class='text-right pd_percent'><span class=red>-1.58%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">136.80</div>","<div class=""text-right"">17 Jul 2023</div>"
138,,<a href='/en/product/equities/IE00BLRPRP89-MERK/alternus-energy-gr/alt/quotes' data-order='ALTERNUS ENERGY GR' data-title-hover='ALTERNUS ENERGY GROUP PLC'>ALTERNUS ENERGY GR</a>,IE00BLRPRP89,ALT,<div class='nowrap pointer' title='Euronext Growth Oslo' >MERK</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>9.52</span></div>,<div class='text-right pd_percent'><span class=red>-2.66%</span></div>,"<div class='text-right pointer tooltipDesign' >16:12 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">9.52</div>","<div class=""text-right"">17 Jul 2023</div>"
139,,<a href='/en/product/equities/FR0000061244-ALXP/altheora/alora/quotes' data-order='ALTHEORA' data-title-hover='ALTHEORA'>ALTHEORA</a>,FR0000061244,ALORA,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.59</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >17:16 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.59</div>","<div class=""text-right"">17 Jul 2023</div>"
140,,<a href='/en/product/equities/PTALT0AE0002-XLIS/altri-sgps/altr/quotes' data-order='ALTRI SGPS' data-title-hover='ALTRI SGPS'>ALTRI SGPS</a>,PTALT0AE0002,ALTR,<div class='nowrap pointer' title='Euronext Lisbon' >XLIS</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>4.22</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.24%</span></div>,"<div class='text-right pointer tooltipDesign' >16:35 WEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">4.22</div>","<div class=""text-right"">17 Jul 2023</div>"
141,,<a href='/en/product/equities/FR0010395681-XPAR/altur-invest/altur/quotes' data-order='ALTUR INVEST.' data-title-hover='ALTUR INVESTISSEMENT'>ALTUR INVEST.</a>,FR0010395681,ALTUR,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>8.55</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.18%</span></div>,"<div class='text-right pointer tooltipDesign' >09:55 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">8.55</div>","<div class=""text-right"">17 Jul 2023</div>"
142,,<a href='/en/product/equities/NL0012194724-XAMS/alumexx-nv/alx/quotes' data-order='ALUMEXX N.V.' data-title-hover='ALUMEXX N.V.'>ALUMEXX N.V.</a>,NL0012194724,ALX,<div class='nowrap pointer' title='Euronext Amsterdam' >XAMS</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.65</span></div>,<div class='text-right pd_percent'><span class=red>-4.41%</span></div>,"<div class='text-right pointer tooltipDesign' >09:50 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.65</div>","<div class=""text-right"">17 Jul 2023</div>"
143,,<a href='/en/product/equities/FR0013253812-XMLI/alveen/mlalv/quotes' data-order='ALVEEN' data-title-hover='ALVEEN'>ALVEEN</a>,FR0013253812,MLALV,<div class='nowrap pointer' title='Euronext Access Paris' >XMLI</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.155</span></div>,<div class='text-right pd_percent'><span class=red>-3.13%</span></div>,"<div class='text-right pointer tooltipDesign' >28 Jun 2023<span class=""tooltiptext"">16:30 CEST</span></div>","<div class=""text-right"">0.155</div>","<div class=""text-right"">17 Jul 2023</div>"
144,,<a href='/en/product/equities/GB00BNKGZC51-ALXP/ama-corporation/alama/quotes' data-order='AMA CORPORATION' data-title-hover='AMA CORPORATION PLC'>AMA CORPORATION</a>,GB00BNKGZC51,ALAMA,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.23</span></div>,<div class='text-right pd_percent'><span class=red>-0.43%</span></div>,"<div class='text-right pointer tooltipDesign' >17:14 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.23</div>","<div class=""text-right"">17 Jul 2023</div>"
145,,<a href='/en/product/equities/NL0010273694-XMLI/amatheon-agri/mlaah/quotes' data-order='AMATHEON AGRI' data-title-hover='AMATHEON AGRI HOLDING N.V.'>AMATHEON AGRI</a>,NL0010273694,MLAAH,<div class='nowrap pointer' title='Euronext Access Paris' >XMLI</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.17</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>9.68%</span></div>,"<div class='text-right pointer tooltipDesign' >12:40 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.17</div>","<div class=""text-right"">17 Jul 2023</div>"
146,,<a href='/en/product/equities/US0231351067-BGEM/amazon/1amzn/quotes' data-order='AMAZON' data-title-hover='AMAZON'>AMAZON</a>,US0231351067,1AMZN,<div class='nowrap pointer' title='Borsa Italiana Global Equity Market' >BGEM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>119.26</span></div>,<div class='text-right pd_percent'><span class=red>-1.58%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">119.26</div>","<div class=""text-right"">17 Jul 2023</div>"
147,,<a href='/en/product/equities/US0231351067-MTAH/amazon/2amzn/quotes' data-order='AMAZON' data-title-hover='AMAZON'>AMAZON</a>,US0231351067,2AMZN,<div class='nowrap pointer' title='Trading After Hours' >MTAH</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>118.72</span></div>,<div class='text-right pd_percent'><span class=red>-0.45%</span></div>,"<div class='text-right pointer tooltipDesign' >20:12 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">118.96</div>","<div class=""text-right"">17 Jul 2023</div>"
148,,<a href='/en/product/equities/IT0004779515-EXGM/ambromobiliare/amb/quotes' data-order='AMBROMOBILIARE' data-title-hover='AMBROMOBILIARE'>AMBROMOBILIARE</a>,IT0004779515,AMB,<div class='nowrap pointer' title='Euronext Growth Milan' >EXGM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1.38</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>2.22%</span></div>,"<div class='text-right pointer tooltipDesign' >11 Jul 2023<span class=""tooltiptext"">16:19 CEST</span></div>","<div class=""text-right"">1.38</div>","<div class=""text-right"">17 Jul 2023</div>"
149,,<a href='/en/product/equities/NL0000888691-XAMS/amg/amg/quotes' data-order='AMG' data-title-hover='AMG Critical Materials N.V.'>AMG</a>,NL0000888691,AMG,<div class='nowrap pointer' title='Euronext Amsterdam' >XAMS</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>48.29</span></div>,<div class='text-right pd_percent'><span class=red>-1.61%</span></div>,"<div class='text-right pointer tooltipDesign' >17:38 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">48.29</div>","<div class=""text-right"">17 Jul 2023</div>"
150,,<a href='/en/product/equities/US0311621009-MTAH/amgen/2amgn/quotes' data-order='AMGEN' data-title-hover='AMGEN'>AMGEN</a>,US0311621009,2AMGN,<div class='nowrap pointer' title='Trading After Hours' >MTAH</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>216.00</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >03 Mar 2023<span class=""tooltiptext"">01:00 CET</span></div>","<div class=""text-right"">203.20</div>","<div class=""text-right"">17 Jul 2023</div>"
151,,<a href='/en/product/equities/US0311621009-BGEM/amgen/1amgn/quotes' data-order='AMGEN' data-title-hover='AMGEN'>AMGEN</a>,US0311621009,1AMGN,<div class='nowrap pointer' title='Borsa Italiana Global Equity Market' >BGEM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>203.20</span></div>,<div class='text-right pd_percent'><span class=red>-0.59%</span></div>,"<div class='text-right pointer tooltipDesign' >14 Jul 2023<span class=""tooltiptext"">15:24 CEST</span></div>","<div class=""text-right"">203.20</div>","<div class=""text-right"">17 Jul 2023</div>"
152,,<a href='/en/product/equities/FR0011051598-ALXP/amoeba/almib/quotes' data-order='AMOEBA' data-title-hover='AMOEBA'>AMOEBA</a>,FR0011051598,ALMIB,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.57</span></div>,<div class='text-right pd_percent'><span class=red>-2.90%</span></div>,"<div class='text-right pointer tooltipDesign' >16:34 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.57</div>","<div class=""text-right"">17 Jul 2023</div>"
